PID,date_axis,height_cm
DPR_8_10,Sep 27,NA
LV1_5_13,Sep 27,NA
WL2_5_7,Sep 27,NA
CP2_6_13,Sep 27,NA
CC_8_1,Sep 27,NA
BH_6_1,Sep 27,NA
SQ3_4_4,Sep 27,NA
SC_4_1,Sep 27,NA
CP3_3_7,Sep 27,NA
YO7_7_10,Sep 27,NA
SC_2_26,Sep 27,NA
IH_6_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP2_5_12,Sep 27,NA
YO8_5_14,Sep 27,NA
NA_NA_NA,Sep 27,NA
WL2_8_7,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP3_2_11,Sep 27,NA
NA_NA_NA,Sep 27,NA
IH_2_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
SC_2_1,Sep 27,NA
TM2_2_6,Sep 27,NA
DPR_6_13,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
SQ3_3_5,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP3_3_15,Sep 27,NA
CC_1_1,Sep 27,NA
FR_6_9,Sep 27,NA
YO8_2_10,Sep 27,NA
LV3_7_4,Sep 27,NA
YO8_6_13,Sep 27,NA
LV1_8_12,Sep 27,NA
BH_4_13,Sep 27,NA
YO8_4_3,Sep 27,NA
TM2_1_12,Sep 27,NA
FR_6_4,Sep 27,NA
LV3_7_3,Sep 27,NA
YO4_5_3,Sep 27,NA
WL2_8_6,Sep 27,NA
CP2_4_11,Sep 27,NA
CP2_4_14,Sep 27,NA
YO7_3_3,Sep 27,NA
SC_4_14,Sep 27,NA
CP3_1_5,Sep 27,NA
YO7_7_21,Sep 27,NA
TM2_6_10,Sep 27,NA
WL2_1_6,Sep 27,NA
CP3_6_6,Sep 27,NA
WL2_6_6,Sep 27,NA
WL1_7_2,Sep 27,NA
YO11_6_16,Sep 27,NA
LVTR1_4_5,Sep 27,NA
IH_3_13,Sep 27,NA
YO7_4_11,Sep 27,NA
FR_4_12,Sep 27,NA
BH_6_13,Sep 27,NA
CC_5_13,Sep 27,NA
CP3_1_6,Sep 27,NA
YO8_6_1,Sep 27,NA
WL2_2_7,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
LV3_5_10,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO7_7_15,Sep 27,NA
YO7_5_9,Sep 27,NA
NA_NA_NA,Sep 27,NA
LVTR1_8_25,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO8_1_10,Sep 27,NA
TM2_5_11,Sep 27,NA
CP2_7_6,Sep 27,NA
NA_NA_NA,Sep 27,NA
CC_5_1,Sep 27,NA
DPR_3_6,Sep 27,NA
YO4_2_14,Sep 27,NA
YO11_8_7,Sep 27,NA
SQ3_7_7,Sep 27,NA
YO8_8_1,Sep 27,NA
SQ2_4_6,Sep 27,NA
IH_4_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO7_4_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
WL1_7_3,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
WR_2_21,Sep 27,NA
CC_3_1,Sep 27,NA
CP2_1_12,Sep 27,NA
NA_NA_NA,Sep 27,NA
SC_8_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO7_7_26,Sep 27,NA
WL2_3_7,Sep 27,NA
LVTR1_2_12,Sep 27,NA
SC_6_1,Sep 27,NA
SQ1_3_6,Sep 27,NA
SQ2_8_6,Sep 27,NA
CP2_2_11,Sep 27,NA
CC_3_13,Sep 27,NA
YO11_7_6,Sep 27,NA
LV1_6_12,Sep 27,NA
YO4_2_1,Sep 27,NA
WL1_7_19,Sep 27,NA
LVTR1_6_11,Sep 27,NA
CC_1_13,Sep 27,NA
SC_6_13,Sep 27,NA
LV1_2_12,Sep 27,NA
YO11_1_6,Sep 27,NA
DPR_8_9,Sep 27,NA
YO7_5_8,Sep 27,NA
WL2_2_6,Sep 27,NA
TM2_5_7,Sep 27,NA
YO8_5_13,Sep 27,NA
SQ1_14_11,Sep 27,NA
YO7_4_8,Sep 27,NA
SC_8_13,Sep 27,NA
DPR_5_5,Sep 27,NA
IH_4_13,Sep 27,NA
IH_5_13,Sep 27,NA
SQ2_6_21,Sep 27,NA
SQ1_5_2,Sep 27,NA
IH_2_13,Sep 27,NA
CP2_3_12,Sep 27,NA
SQ2_13_9,Sep 27,NA
LVTR1_6_12,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
LV1_6_13,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP3_5_7,Sep 27,NA
SQ2_6_7,Sep 27,NA
YO8_3_10,Sep 27,NA
WL1_3_8,Sep 27,NA
YO7_6_10,Sep 27,NA
FR_5_5,Sep 27,NA
BH_7_1,Sep 27,NA
YO11_6_7,Sep 27,NA
DPR_4_6,Sep 27,NA
WL1_7_16,Sep 27,NA
CC_9_1,Sep 27,NA
WL2_7_7,Sep 27,NA
SQ2_8_7,Sep 27,NA
CP2_4_12,Sep 27,NA
CC_4_1,Sep 27,NA
DPR_5_9,Sep 27,NA
LVTR1_3_7,Sep 27,NA
IH_1_1,Sep 27,NA
IH_7_1,Sep 27,NA
YO11_4_10,Sep 27,NA
LV1_3_13,Sep 27,NA
LV1_1_13,Sep 27,NA
TM2_1_13,Sep 27,NA
BH_5_1,Sep 27,NA
FR_4_13,Sep 27,NA
SQ1_2_11,Sep 27,NA
BH_2_1,Sep 27,NA
YO8_5_1,Sep 27,NA
LV1_2_13,Sep 27,NA
BH_1_1,Sep 27,NA
TM2_6_9,Sep 27,NA
YO11_7_8,Sep 27,NA
WL2_1_8,Sep 27,NA
SQ2_1_7,Sep 27,NA
YO7_5_19,Sep 27,NA
DPR_8_17,Sep 27,NA
WL1_7_21,Sep 27,NA
LV1_3_1,Sep 27,NA
CP2_3_13,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
WL2_1_7,Sep 27,NA
YO11_1_7,Sep 27,NA
BH_4_1,Sep 27,NA
NA_NA_NA,Sep 27,NA
SC_4_16,Sep 27,NA
LVTR1_4_12,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO11_7_7,Sep 27,NA
LV1_4_13,Sep 27,NA
DPR_1_6,Sep 27,NA
BH_3_1,Sep 27,NA
IH_3_1,Sep 27,NA
LVTR1_8_18,Sep 27,NA
DPR_6_20,Sep 27,NA
YO11_8_15,Sep 27,NA
CP3_6_7,Sep 27,NA
YO4_4_1,Sep 27,NA
LV1_8_13,Sep 27,NA
FR_7_1,Sep 27,NA
SC_5_1,Sep 27,NA
YO11_5_7,Sep 27,NA
WL1_9_1,Sep 27,NA
CP3_4_7,Sep 27,NA
TM2_3_8,Sep 27,NA
TM2_7_6,Sep 27,NA
LVTR1_8_1,Sep 27,NA
IH_5_1,Sep 27,NA
YO7_2_10,Sep 27,NA
CP2_2_12,Sep 27,NA
CC_2_1,Sep 27,NA
WL2_6_7,Sep 27,NA
YO4_2_2,Sep 27,NA
NA_NA_NA,Sep 27,NA
SC_2_22,Sep 27,NA
YO7_6_11,Sep 27,NA
CP3_2_5,Sep 27,NA
IH_2_2,Sep 27,NA
CP2_5_13,Sep 27,NA
WL2_6_8,Sep 27,NA
BH_1_2,Sep 27,NA
CC_4_2,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
IH*_k buffe*_buffer,Sep 27,NA
LV1*_* buffe*_buffer,Sep 27,NA
CP2_7_14,Sep 27,NA
CP3_5_8,Sep 27,NA
YO7_3_8,Sep 27,NA
DPR_3_7,Sep 27,NA
TM2_2_11,Sep 27,NA
IH_3_2,Sep 27,NA
LV1_2_1,Sep 27,NA
SC_5_2,Sep 27,NA
SQ2_8_8,Sep 27,NA
BH_2_2,Sep 27,NA
BH_5_2,Sep 27,NA
WL1_2_13,Sep 27,NA
FR_7_2,Sep 27,NA
CP3_1_7,Sep 27,NA
BH_4_2,Sep 27,NA
DPR_4_7,Sep 27,NA
LV1_4_1,Sep 27,NA
CP2_1_13,Sep 27,NA
SQ2_6_15,Sep 27,NA
WL1_9_9,Sep 27,NA
CP2_7_7,Sep 27,NA
LVTR1_3_2,Sep 27,NA
LVTR1_2_13,Sep 27,NA
WL2_5_8,Sep 27,NA
YO7_7_11,Sep 27,NA
LV3_7_7,Sep 27,NA
CP3_4_8,Sep 27,NA
SC_2_2,Sep 27,NA
YO8_1_11,Sep 27,NA
TM2_5_12,Sep 27,NA
DPR_1_7,Sep 27,NA
SC_8_2,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP3*_A buffe*_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP2*_* buff6*_buffer,Sep 27,NA
IH*_k buffe*_buffer,Sep 27,NA
SQ3_2_12,Sep 27,NA
CC_8_2,Sep 27,NA
FR_2_10,Sep 27,NA
TM2_7_7,Sep 27,NA
YO4_3_4,Sep 27,NA
SQ3_6_13,Sep 27,NA
CC_2_2,Sep 27,NA
YO8_8_2,Sep 27,NA
YO7_6_16,Sep 27,NA
YO7_5_10,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO11_6_8,Sep 27,NA
CP2_4_13,Sep 27,NA
FR_4_1,Sep 27,NA
SQ1_14_3,Sep 27,NA
TM2_3_10,Sep 27,NA
YO11_1_8,Sep 27,NA
IH_5_2,Sep 27,NA
LV1_6_1,Sep 27,NA
LVTR1_8_3,Sep 27,NA
BH_6_2,Sep 27,NA
WL2_3_8,Sep 27,NA
YO8_5_2,Sep 27,NA
YO8_6_2,Sep 27,NA
LV1_5_1,Sep 27,NA
DPR_5_3,Sep 27,NA
BH_7_2,Sep 27,NA
WL2_8_8,Sep 27,NA
LV1_1_1,Sep 27,NA
LV1_8_1,Sep 27,NA
IH_4_2,Sep 27,NA
YO8_2_11,Sep 27,NA
WL2*_Jc buffe*_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
CP2_7_16,Sep 27,NA
IH_4_14,Sep 27,NA
LVTR1_6_13,Sep 27,NA
SC_2_15,Sep 27,NA
LVTR1_8_15,Sep 27,NA
IH_6_2,Sep 27,NA
CP3_3_8,Sep 27,NA
YO11_8_8,Sep 27,NA
SQ2_6_8,Sep 27,NA
CC_3_2,Sep 27,NA
DPR_6_1,Sep 27,NA
WL2_2_8,Sep 27,NA
WL1_7_4,Sep 27,NA
FR_5_11,Sep 27,NA
YO11_4_3,Sep 27,NA
TM2_1_1,Sep 27,NA
YO7_1_2,Sep 27,NA
CP3_6_8,Sep 27,NA
YO8_4_2,Sep 27,NA
SQ2_6_26,Sep 27,NA
YO11_5_8,Sep 27,NA
CC_5_2,Sep 27,NA
CC_1_2,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
YO7_5_13,Sep 27,NA
LV1*_it buffel*_buffer,Sep 27,NA
IH_7_2,Sep 27,NA
DPR_8_11,Sep 27,NA
SQ3_4_3,Sep 27,NA
CC_9_2,Sep 27,NA
CC_1_2,Sep 27,NA
YO4_2_3,Sep 27,NA
LVTR1_5_3,Sep 27,NA
YO4_4_2,Sep 27,NA
SC_6_2,Sep 27,NA
YO11_6_15,Sep 27,NA
IH_1_2,Sep 27,NA
BH_3_2,Sep 27,NA
SC_4_2,Sep 27,NA
YO8_3_11,Sep 27,NA
CP2_2_13,Sep 27,NA
WL2_7_8,Sep 27,NA
SQ1_2_9,Sep 27,NA
TM2_7_22,Sep 27,NA
LV3_5_11,Sep 27,NA
TM2_6_12,Sep 27,NA
CP3_3_14,Sep 27,NA
BH*_buffer_buffer,Sep 27,NA
NA_NA_NA,Sep 27,NA
NA_NA_NA,Sep 27,NA
TM2_6_11,Oct 13,NA
LVTR1_7_1,Oct 13,NA
SQ2_6_14,Oct 13,NA
YO8_8_3,Oct 13,NA
CC_2_3,Oct 13,NA
YO11_5_14,Oct 13,NA
BH_6_3,Oct 13,NA
DPR_4_8,Oct 13,NA
CP2_5_1,Oct 13,NA
LVTR1_3_12,Oct 13,NA
CC_5_3,Oct 13,NA
CC_3_3,Oct 13,NA
WL1_2_8,Oct 13,NA
IH_5_3,Oct 13,NA
DPR_6_15,Oct 13,NA
CP3_5_9,Oct 13,NA
SC_6_3,Oct 13,NA
SQ2_8_9,Oct 13,NA
FR_4_2,Oct 13,NA
CP2_3_1,Oct 13,NA
YO8_2_12,Oct 13,NA
LV3_7_9,Oct 13,NA
YO7_5_11,Oct 13,NA
TM2_7_20,Oct 13,NA
YO7_7_12,Oct 13,NA
YO8_1_12,Oct 13,NA
WV_4_8,Oct 13,NA
CP3_6_9,Oct 13,NA
DPR_1_8,Oct 13,NA
YO11_7_9,Oct 13,NA
CP2_4_1,Oct 13,NA
BH_3_3,Oct 13,NA
BH_7_3,Oct 13,NA
YO11_5_9,Oct 13,NA
BH_4_3,Oct 13,NA
LVTR1_8_17,Oct 13,NA
SQ3_4_7,Oct 13,NA
YO11_8_9,Oct 13,NA
CC_9_3,Oct 13,NA
WL2_8_9,Oct 13,NA
CP2_6_5,Oct 13,NA
LVTR1_8_4,Oct 13,NA
LVTR1_2_1,Oct 13,NA
IH_6_3,Oct 13,NA
FR_7_3,Oct 13,NA
WL1_4_11,Oct 13,NA
WL2_7_9,Oct 13,NA
LV1_6_2,Oct 13,NA
YO4_1_13,Oct 13,NA
SQ2_1_5,Oct 13,NA
YO8_4_6,Oct 13,NA
CP3_2_9,Oct 13,NA
BH_5_3,Oct 13,NA
DPR_4_14,Oct 13,NA
YO7_5_15,Oct 13,NA
YO11_4_2,Oct 13,NA
YO8_3_12,Oct 13,NA
WL2_3_9,Oct 13,NA
TM2_1_2,Oct 13,NA
DPR_3_8,Oct 13,NA
WL2_3_10,Oct 13,NA
YO7_1_10,Oct 13,NA
LVTR1_2_2,Oct 13,NA
IH_7_4,Oct 13,NA
FR_1_12,Oct 13,NA
WL1_7_17,Oct 13,NA
YO11_1_10,Oct 13,NA
CP2_5_2,Oct 13,NA
SC_8_4,Oct 13,NA
BH_4_4,Oct 13,NA
BH_3_4,Oct 13,NA
LVTR1_7_2,Oct 13,NA
WR_2_2,Oct 13,NA
WL2_8_10,Oct 13,NA
FR_4_3,Oct 13,NA
CP3_3_10,Oct 13,NA
LVTR1_3_8,Oct 13,NA
WL2_7_10,Oct 13,NA
DPR_4_9,Oct 13,NA
BH_5_4,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
IH_3_4,Oct 13,NA
CP2_3_2,Oct 13,NA
TM2_6_1,Oct 13,NA
WL1_3_6,Oct 13,NA
DPR_1_9,Oct 13,NA
LV1_2_3,Oct 13,NA
CP3_5_10,Oct 13,NA
IH_2_4,Oct 13,NA
CP3_4_10,Oct 13,NA
TM2_3_11,Oct 13,NA
SQ3_5_4,Oct 13,NA
YO11_6_14,Oct 13,NA
CC_2_4,Oct 13,NA
YO8_2_13,Oct 13,NA
YO7_7_23,Oct 13,NA
DPR_8_19,Oct 13,NA
SQ3_3_2,Oct 13,NA
LV1_6_3,Oct 13,NA
LV1_5_3,Oct 13,NA
CP2_7_9,Oct 13,NA
LV3_6_9,Oct 13,NA
WL1_7_6,Oct 13,NA
CC_4_4,Oct 13,NA
BH_7_4,Oct 13,NA
YO8_6_4,Oct 13,NA
FR_7_4,Oct 13,NA
SQ2_6_24,Oct 13,NA
LV1_8_3,Oct 13,NA
SQ2_8_10,Oct 13,NA
TM2_2_12,Oct 13,NA
YO11_7_10,Oct 13,NA
YO11_6_10,Oct 13,NA
YO8_1_13,Oct 13,NA
LVTR1_6_2,Oct 13,NA
WL2_5_10,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
SC_5_15,Oct 13,NA
DPR_6_2,Oct 13,NA
CP2_2_1,Oct 13,NA
WL2_1_9,Oct 13,NA
CP3_4_9,Oct 13,NA
LV1_5_2,Oct 13,NA
IH_4_3,Oct 13,NA
SQ2_6_9,Oct 13,NA
LV3_5_12,Oct 13,NA
TM2_2_2,Oct 13,NA
YO8_6_3,Oct 13,NA
WL2_6_9,Oct 13,NA
WL2_5_9,Oct 13,NA
BH_1_3,Oct 13,NA
LV1_4_2,Oct 13,NA
TM2_7_8,Oct 13,NA
CC_4_3,Oct 13,NA
SQ3_6_6,Oct 13,NA
LVTR1_5_4,Oct 13,NA
CP3_1_8,Oct 13,NA
IH_2_3,Oct 13,NA
WR_2_7,Oct 13,NA
LV1_3_2,Oct 13,NA
YO7_2_2,Oct 13,NA
YO11_6_9,Oct 13,NA
SQ1_6_10,Oct 13,NA
IH_7_3,Oct 13,NA
CC_8_3,Oct 13,NA
CC_1_3,Oct 13,NA
WL2_2_9,Oct 13,NA
YO4_2_4,Oct 13,NA
SC_2_3,Oct 13,NA
LV1_2_2,Oct 13,NA
BH_2_3,Oct 13,NA
CP2_1_1,Oct 13,NA
YO7_4_2,Oct 13,NA
CP3_3_9,Oct 13,NA
SQ3_2_13,Oct 13,NA
YO11_1_9,Oct 13,NA
LV1_8_2,Oct 13,NA
SQ1_2_5,Oct 13,NA
IH_3_3,Oct 13,NA
LVTR1_6_1,Oct 13,NA
SC_8_3,Oct 13,NA
LV1_1_2,Oct 13,NA
TM2_3_3,Oct 13,NA
SC_5_3,Oct 13,NA
DPR_8_12,Oct 13,NA
SC_2_25,Oct 13,NA
CP3_7_10,Oct 13,NA
WL1_7_5,Oct 13,NA
YO7_6_12,Oct 13,NA
YO7_7_18,Oct 13,NA
YO4_5_1,Oct 13,NA
SC_4_3,Oct 13,NA
TM2_5_4,Oct 13,NA
CP2_7_8,Oct 13,NA
YO8_5_3,Oct 13,NA
FR_2_2,Oct 13,NA
NA_NA_NA,Oct 13,NA
YO7_6_17,Oct 13,NA
IH_1_3,Oct 13,NA
SC_5_4,Oct 13,NA
YO8_5_4,Oct 13,NA
SQ1_14_10,Oct 13,NA
CP3_2_4,Oct 13,NA
DPR_1_14,Oct 13,NA
SQ2_6_10,Oct 13,NA
CP2_4_2,Oct 13,NA
CP3_7_13,Oct 13,NA
SC_2_4,Oct 13,NA
LV1_3_3,Oct 13,NA
WL1_9_3,Oct 13,NA
BH_1_4,Oct 13,NA
CP3_6_10,Oct 13,NA
LVTR1_5_6,Oct 13,NA
WL2_1_10,Oct 13,NA
LV1_4_3,Oct 13,NA
YO7_6_13,Oct 13,NA
WL2_2_10,Oct 13,NA
TM2_7_9,Oct 13,NA
LV3_5_13,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
CP2_2_2,Oct 13,NA
FR_5_10,Oct 13,NA
TM2_6_3,Oct 13,NA
BH_6_4,Oct 13,NA
YO4_2_5,Oct 13,NA
SC_4_4,Oct 13,NA
CP3_1_9,Oct 13,NA
SQ1_5_10,Oct 13,NA
LVTR1_8_24,Oct 13,NA
CC_1_4,Oct 13,NA
CP2_3_14,Oct 13,NA
CC_8_4,Oct 13,NA
CC_9_4,Oct 13,NA
CP2_1_2,Oct 13,NA
SQ2_4_13,Oct 13,NA
IH_6_4,Oct 13,NA
SQ2_1_8,Oct 13,NA
SC_6_4,Oct 13,NA
YO11_8_10,Oct 13,NA
YO8_4_5,Oct 13,NA
YO4_6_11,Oct 13,NA
WR_2_23,Oct 13,NA
LV1_1_3,Oct 13,NA
YO11_5_10,Oct 13,NA
YO7_5_12,Oct 13,NA
YO4_3_7,Oct 13,NA
IH_1_4,Oct 13,NA
CC_3_4,Oct 13,NA
CC_5_4,Oct 13,NA
YO11_4_13,Oct 13,NA
LVTR1_8_5,Oct 13,NA
YO7_7_13,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
CP3_6_12,Oct 13,NA
BH_5_6,Oct 13,NA
DPR_6_5,Oct 13,NA
SC_2_6,Oct 13,NA
SQ2_8_12,Oct 13,NA
WL2_6_12,Oct 13,NA
LV3_5_2,Oct 13,NA
FR_6_11,Oct 13,NA
YO7_7_2,Oct 13,NA
TM2_2_8,Oct 13,NA
SC_4_6,Oct 13,NA
YO8_2_2,Oct 13,NA
CP2_4_4,Oct 13,NA
YO8_8_6,Oct 13,NA
SC_8_14,Oct 13,NA
TM2_1_5,Oct 13,NA
SC_2_17,Oct 13,NA
YO11_8_12,Oct 13,NA
YO11_7_12,Oct 13,NA
SQ1_6_8,Oct 13,NA
WL2_5_12,Oct 13,NA
YO11_6_12,Oct 13,NA
YO7_7_20,Oct 13,NA
YO11_1_12,Oct 13,NA
DPR_3_11,Oct 13,NA
LV1_8_5,Oct 13,NA
IH_3_6,Oct 13,NA
YO7_4_9,Oct 13,NA
LVTR1_2_4,Oct 13,NA
LV1_2_5,Oct 13,NA
LVTR1_6_4,Oct 13,NA
FR_7_6,Oct 13,NA
WL2_7_12,Oct 13,NA
WL2_8_12,Oct 13,NA
WL2_1_12,Oct 13,NA
LV1_5_5,Oct 13,NA
IH_3_5,Oct 13,NA
IH_4_5,Oct 13,NA
CC_9_5,Oct 13,NA
YO11_3_5,Oct 13,NA
CP3_4_14,Oct 13,NA
WL1_4_1,Oct 13,NA
IH_6_5,Oct 13,NA
CP3_5_11,Oct 13,NA
YO8_8_5,Oct 13,NA
TM2_5_9,Oct 13,NA
SQ3_1_9,Oct 13,NA
SQ2_8_11,Oct 13,NA
CC_5_5,Oct 13,NA
TM2_2_1,Oct 13,NA
CP2_7_10,Oct 13,NA
WL2_6_11,Oct 13,NA
DPR_1_10,Oct 13,NA
SC_2_5,Oct 13,NA
FR_2_9,Oct 13,NA
SC_8_5,Oct 13,NA
IH_4_5,Oct 13,NA
SQ3_6_5,Oct 13,NA
WL2_5_11,Oct 13,NA
BH_6_5,Oct 13,NA
CP2_5_3,Oct 13,NA
YO11_7_11,Oct 13,NA
NA_NA_NA,Oct 13,NA
WL1_7_7,Oct 13,NA
TM2_3_9,Oct 13,NA
CP2_3_3,Oct 13,NA
TM2_1_16,Oct 13,NA
YO8_6_14,Oct 13,NA
FR_4_4,Oct 13,NA
SQ1_14_2,Oct 13,NA
CC_8_5,Oct 13,NA
CP3_6_11,Oct 13,NA
WL2_2_11,Oct 13,NA
LV1_8_4,Oct 13,NA
SC_4_5,Oct 13,NA
CP3_2_12,Oct 13,NA
BH_2_5,Oct 13,NA
LV3_5_1,Oct 13,NA
BH_5_5,Oct 13,NA
LVTR1_2_3,Oct 13,NA
WL2_7_11,Oct 13,NA
LV1_2_4,Oct 13,NA
YO8_6_5,Oct 13,NA
YO11_8_17,Oct 13,NA
WL1_4_10,Oct 13,NA
DPR_7_6,Oct 13,NA
SC_2_16,Oct 13,NA
LV1_5_4,Oct 13,NA
YO4_2_15,Oct 13,NA
LV1_6_4,Oct 13,NA
FR_7_5,Oct 13,NA
WR_1_2,Oct 13,NA
SC_5_5,Oct 13,NA
CC_1_5,Oct 13,NA
YO11_8_11,Oct 13,NA
CC_2_5,Oct 13,NA
DPR_8_1,Oct 13,NA
YO11_1_11,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
NA_NA_NA,Oct 13,NA
SC_6_15,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
IH_4_4,Oct 13,NA
DPR_8_13,Oct 13,NA
YO8_8_4,Oct 13,NA
DPR_6_3,Oct 13,NA
YO8_3_13,Oct 13,NA
DPR_3_9,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
WL1*_buffen_buffer,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
NA_NA_NA,Oct 13,NA
TM2_7_16,Oct 13,NA
SQ3_3_6,Oct 13,NA
BH_2_6,Oct 13,NA
LV3_2_3,Oct 13,NA
BH_1_6,Oct 13,NA
WL1_2_3,Oct 13,NA
CP2_2_4,Oct 13,NA
BH_4_6,Oct 13,NA
YO8_1_2,Oct 13,NA
DPR_8_2,Oct 13,NA
FR_4_5,Oct 13,NA
IH_5_6,Oct 13,NA
CP2_3_4,Oct 13,NA
FR_1_2,Oct 13,NA
SQ1_3_1,Oct 13,NA
YO8_2_14,Oct 13,NA
WL2_3_12,Oct 13,NA
TM2_5_1,Oct 13,NA
LV1_4_5,Oct 13,NA
LVTR1_5_8,Oct 13,NA
SQ2_4_10,Oct 13,NA
CP3_2_10,Oct 13,NA
LV1_6_5,Oct 13,NA
SQ2_6_12,Oct 13,NA
CP2_1_14,Oct 13,NA
YO8_5_6,Oct 13,NA
SQ3_5_1,Oct 13,NA
YO7_1_1,Oct 13,NA
CC_5_6,Oct 13,NA
CP3_4_12,Oct 13,NA
YO4_2_7,Oct 13,NA
CC_2_6,Oct 13,NA
IH_7_6,Oct 13,NA
BH_6_6,Oct 13,NA
CC_8_6,Oct 13,NA
CP2_1_4,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
CP2_4_3,Oct 13,NA
WL1*_buffer_buffer,Oct 13,NA
YO8_2_1,Oct 13,NA
LV1_1_4,Oct 13,NA
LVTR1_8_2,Oct 13,NA
LVTR1_7_16,Oct 13,NA
IH_5_5,Oct 13,NA
DPR_3_10,Oct 13,NA
DPR_4_10,Oct 13,NA
DPR_6_16,Oct 13,NA
BH_4_5,Oct 13,NA
SQ1_2_2,Oct 13,NA
WL2_8_11,Oct 13,NA
LV3_7_5,Oct 13,NA
CC_4_5,Oct 13,NA
SQ2_1_4,Oct 13,NA
CP2_6_11,Oct 13,NA
CP3_4_11,Oct 13,NA
SQ2_6_19,Oct 13,NA
YO11_5_11,Oct 13,NA
YO7_6_1,Oct 13,NA
YO4_1_1,Oct 13,NA
YO8_5_5,Oct 13,NA
SC_5_16,Oct 13,NA
CP2_1_3,Oct 13,NA
DPR_6_4,Oct 13,NA
YO8_1_1,Oct 13,NA
TM2_1_4,Oct 13,NA
LVTR1_4_1,Oct 13,NA
WL2_3_11,Oct 13,NA
LVTR1_7_3,Oct 13,NA
LVTR1_8_6,Oct 13,NA
CP2_2_3,Oct 13,NA
YO4_2_6,Oct 13,NA
CC_3_5,Oct 13,NA
BH_3_5,Oct 13,NA
YO7_7_1,Oct 13,NA
IH_2_5,Oct 13,NA
LV1_3_4,Oct 13,NA
YO8_3_1,Oct 13,NA
YO11_6_11,Oct 13,NA
TM2_7_10,Oct 13,NA
