PID,date_axis,height_cm
TM2_6_11,Aug  2,8
LVTR1_7_1,Aug  2,NA
SQ2_6_14,Aug  2,NA
YO8_8_3,Aug  2,NA
CC_2_3,Aug  2,8.9
YO11_5_14,Aug  2,NA
BH_6_3,Aug  2,NA
DPR_4_8,Aug  2,NA
CP2_5_1,Aug  2,1.7
LVTR1_3_12,Aug  2,NA
CC_5_3,Aug  2,4.4
CC_3_3,Aug  2,7.2
WL1_2_8,Aug  2,2.4
IH_5_3,Aug  2,3.8
DPR_6_15,Aug  2,NA
CP3_5_9,Aug  2,0.9
SC_6_3,Aug  2,3.1
SQ2_8_9,Aug  2,1.9
FR_4_2,Aug  2,NA
CP2_3_1,Aug  2,NA
YO8_2_12,Aug  2,NA
LV3_7_9,Aug  2,NA
YO7_5_11,Aug  2,NA
TM2_7_20,Aug  2,NA
YO7_7_12,Aug  2,1.1
YO8_1_12,Aug  2,NA
WV_4_8,Aug  2,NA
CP3_6_9,Aug  2,NA
DPR_1_8,Aug  2,4.5
YO11_7_9,Aug  2,2.1
CP2_4_1,Aug  2,2.2
BH_3_3,Aug  2,4.2
BH_7_3,Aug  2,6.2
YO11_5_9,Aug  2,1.4
BH_4_3,Aug  2,5.5
LVTR1_8_17,Aug  2,1.3
SQ3_4_7,Aug  2,0.6
YO11_8_9,Aug  2,NA
CC_9_3,Aug  2,8.2
WL2_8_9,Aug  2,2
CP2_6_5,Aug  2,2.4
LVTR1_8_4,Aug  2,2.8
LVTR1_2_1,Aug  2,2.8
IH_6_3,Aug  2,4
FR_7_3,Aug  2,6.1
WL1_4_11,Aug  2,3.1
WL2_7_9,Aug  2,3.4
LV1_6_2,Aug  2,NA
YO4_1_13,Aug  2,2.9
SQ2_1_5,Aug  2,NA
YO8_4_6,Aug  2,NA
CP3_2_9,Aug  2,0.6
BH_5_3,Aug  2,NA
DPR_4_14,Aug  2,NA
YO7_5_15,Aug  2,NA
YO11_4_2,Aug  2,NA
YO8_3_12,Aug  2,NA
WL2_3_9,Aug  2,NA
TM2_1_2,Aug  2,NA
DPR_3_8,Aug  2,NA
WL2_3_10,Aug  2,2.1
YO7_1_10,Aug  2,NA
LVTR1_2_2,Aug  2,NA
IH_7_4,Aug  2,7.1
FR_1_12,Aug  2,3.9
WL1_7_17,Aug  2,NA
YO11_1_10,Aug  2,NA
CP2_5_2,Aug  2,1.5
SC_8_4,Aug  2,6.1
BH_4_4,Aug  2,NA
BH_3_4,Aug  2,7
LVTR1_7_2,Aug  2,NA
WR_2_2,Aug  2,NA
WL2_8_10,Aug  2,2.2
FR_4_3,Aug  2,2.6
CP3_3_10,Aug  2,NA
LVTR1_3_8,Aug  2,NA
WL2_7_10,Aug  2,7.3
DPR_4_9,Aug  2,4.7
BH_5_4,Aug  2,7.6
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
IH_3_4,Aug  2,7.1
CP2_3_2,Aug  2,4.5
TM2_6_1,Aug  2,32.6
WL1_3_6,Aug  2,1.9
DPR_1_9,Aug  2,NA
LV1_2_3,Aug  2,NA
CP3_5_10,Aug  2,1.4
IH_2_4,Aug  2,8.2
CP3_4_10,Aug  2,1.7
SQ3_5_4,Aug  2,1.5
TM2_3_11,Aug  2,8.2
CC_2_4,Aug  2,9.7
YO11_6_14,Aug  2,NA
YO7_7_23,Aug  2,1.3
YO8_2_13,Aug  2,3.9
SQ3_3_2,Aug  2,3
DPR_8_19,Aug  2,NA
LV1_5_3,Aug  2,2.9
LV1_6_3,Aug  2,NA
LV3_6_9,Aug  2,2.5
CP2_7_9,Aug  2,2.4
CC_4_4,Aug  2,4.9
WL1_7_6,Aug  2,2.8
YO8_6_4,Aug  2,2.3
BH_7_4,Aug  2,6.4
SQ2_6_24,Aug  2,NA
FR_7_4,Aug  2,3.7
SQ2_8_10,Aug  2,3.3
LV1_8_3,Aug  2,NA
YO11_7_10,Aug  2,NA
TM2_2_12,Aug  2,16.8
YO8_1_13,Aug  2,2.6
YO11_6_10,Aug  2,NA
WL2_5_10,Aug  2,2.6
LVTR1_6_2,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
SC_5_15,Aug  2,NA
DPR_6_2,Aug  2,NA
CP2_2_1,Aug  2,NA
WL2_1_9,Aug  2,NA
CP3_4_9,Aug  2,2.1
LV1_5_2,Aug  2,NA
IH_4_3,Aug  2,NA
SQ2_6_9,Aug  2,NA
LV3_5_12,Aug  2,NA
TM2_2_2,Aug  2,NA
YO8_6_3,Aug  2,NA
WL2_6_9,Aug  2,NA
WL2_5_9,Aug  2,NA
BH_1_3,Aug  2,NA
LV1_4_2,Aug  2,NA
TM2_7_8,Aug  2,NA
CC_4_3,Aug  2,NA
SQ3_6_6,Aug  2,NA
LVTR1_5_4,Aug  2,NA
CP3_1_8,Aug  2,NA
IH_2_3,Aug  2,NA
WR_2_7,Aug  2,NA
LV1_3_2,Aug  2,1.9
YO7_2_2,Aug  2,NA
YO11_6_9,Aug  2,NA
SQ1_6_10,Aug  2,NA
IH_7_3,Aug  2,4.5
CC_8_3,Aug  2,7.9
CC_1_3,Aug  2,8.4
WL2_2_9,Aug  2,NA
YO4_2_4,Aug  2,3.7
SC_2_3,Aug  2,NA
LV1_2_2,Aug  2,NA
BH_2_3,Aug  2,7.2
CP2_1_1,Aug  2,NA
YO7_4_2,Aug  2,NA
CP3_3_9,Aug  2,1.4
SQ3_2_13,Aug  2,3.3
YO11_1_9,Aug  2,3
LV1_8_2,Aug  2,NA
SQ1_2_5,Aug  2,NA
IH_3_3,Aug  2,6.9
LVTR1_6_1,Aug  2,NA
SC_8_3,Aug  2,4.4
LV1_1_2,Aug  2,NA
TM2_3_3,Aug  2,13.8
SC_5_3,Aug  2,2.2
DPR_8_12,Aug  2,4.3
SC_2_25,Aug  2,NA
CP3_7_10,Aug  2,NA
WL1_7_5,Aug  2,1.7
YO7_6_12,Aug  2,1.4
YO7_7_18,Aug  2,NA
YO4_5_1,Aug  2,3.2
SC_4_3,Aug  2,NA
TM2_5_4,Aug  2,NA
CP2_7_8,Aug  2,NA
YO8_5_3,Aug  2,NA
FR_2_2,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO7_6_17,Aug  2,NA
IH_1_3,Aug  2,NA
SC_5_4,Aug  2,NA
YO8_5_4,Aug  2,NA
SQ1_14_10,Aug  2,NA
CP3_2_4,Aug  2,0.3
DPR_1_14,Aug  2,4.8
SQ2_6_10,Aug  2,NA
CP2_4_2,Aug  2,NA
CP3_7_13,Aug  2,NA
SC_2_4,Aug  2,5.2
LV1_3_3,Aug  2,NA
WL1_9_3,Aug  2,NA
BH_1_4,Aug  2,2.2
CP3_6_10,Aug  2,1.3
LVTR1_5_6,Aug  2,NA
WL2_1_10,Aug  2,NA
LV1_4_3,Aug  2,NA
YO7_6_13,Aug  2,NA
WL2_2_10,Aug  2,2.8
TM2_7_9,Aug  2,NA
LV3_5_13,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP2_2_2,Aug  2,NA
FR_5_10,Aug  2,1.2
TM2_6_3,Aug  2,33.2
BH_6_4,Aug  2,4.6
YO4_2_5,Aug  2,NA
SC_4_4,Aug  2,3.4
CP3_1_9,Aug  2,NA
LVTR1_8_24,Aug  2,3.2
SQ1_5_10,Aug  2,2.6
CP2_3_14,Aug  2,1.9
CC_1_4,Aug  2,NA
CC_9_4,Aug  2,8.4
CC_8_4,Aug  2,8.7
SQ2_4_13,Aug  2,NA
CP2_1_2,Aug  2,2.1
SQ2_1_8,Aug  2,NA
IH_6_4,Aug  2,3.1
YO11_8_10,Aug  2,3.8
SC_6_4,Aug  2,NA
YO4_6_11,Aug  2,3.2
YO8_4_5,Aug  2,2.8
LV1_1_3,Aug  2,1.2
WR_2_23,Aug  2,NA
YO7_5_12,Aug  2,NA
YO11_5_10,Aug  2,2.6
IH_1_4,Aug  2,9.3
YO4_3_7,Aug  2,2.1
CC_5_4,Aug  2,6.5
CC_3_4,Aug  2,8
LVTR1_8_5,Aug  2,NA
YO11_4_13,Aug  2,1.5
WL1*_buffer_buffer,Aug  2,NA
YO7_7_13,Aug  2,3.7
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP3_6_12,Aug  2,NA
BH_5_6,Aug  2,NA
DPR_6_5,Aug  2,NA
SC_2_6,Aug  2,NA
SQ2_8_12,Aug  2,NA
WL2_6_12,Aug  2,NA
LV3_5_2,Aug  2,NA
FR_6_11,Aug  2,NA
YO7_7_2,Aug  2,NA
TM2_2_8,Aug  2,NA
SC_4_6,Aug  2,NA
YO8_2_2,Aug  2,NA
CP2_4_4,Aug  2,NA
YO8_8_6,Aug  2,NA
SC_8_14,Aug  2,NA
TM2_1_5,Aug  2,NA
SC_2_17,Aug  2,NA
YO11_8_12,Aug  2,NA
YO11_7_12,Aug  2,NA
SQ1_6_8,Aug  2,NA
WL2_5_12,Aug  2,NA
YO11_6_12,Aug  2,NA
YO7_7_20,Aug  2,NA
YO11_1_12,Aug  2,NA
DPR_3_11,Aug  2,NA
LV1_8_5,Aug  2,NA
IH_3_6,Aug  2,5.7
YO7_4_9,Aug  2,NA
LVTR1_2_4,Aug  2,NA
LV1_2_5,Aug  2,NA
LVTR1_6_4,Aug  2,NA
FR_7_6,Aug  2,NA
WL2_7_12,Aug  2,NA
WL2_8_12,Aug  2,NA
WL2_1_12,Aug  2,NA
LV1_5_5,Aug  2,NA
IH_3_5,Aug  2,8.3
IH_4_5,Aug  2,NA
CC_9_5,Aug  2,NA
YO11_3_5,Aug  2,NA
CP3_4_14,Aug  2,NA
WL1_4_1,Aug  2,2.7
IH_6_5,Aug  2,8.8
CP3_5_11,Aug  2,NA
YO8_8_5,Aug  2,NA
TM2_5_9,Aug  2,NA
SQ3_1_9,Aug  2,NA
SQ2_8_11,Aug  2,0.4
CC_5_5,Aug  2,NA
TM2_2_1,Aug  2,NA
CP2_7_10,Aug  2,2.8
WL2_6_11,Aug  2,1.9
DPR_1_10,Aug  2,5.3
SC_2_5,Aug  2,NA
FR_2_9,Aug  2,NA
SC_8_5,Aug  2,4.5
IH_4_5,Aug  2,NA
SQ3_6_5,Aug  2,2.4
WL2_5_11,Aug  2,3.5
BH_6_5,Aug  2,NA
CP2_5_3,Aug  2,3.3
YO11_7_11,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1_7_7,Aug  2,2.4
TM2_3_9,Aug  2,NA
CP2_3_3,Aug  2,4
TM2_1_16,Aug  2,23.1
YO8_6_14,Aug  2,2.2
FR_4_4,Aug  2,NA
SQ1_14_2,Aug  2,2.5
CC_8_5,Aug  2,NA
CP3_6_11,Aug  2,NA
WL2_2_11,Aug  2,1.7
LV1_8_4,Aug  2,NA
SC_4_5,Aug  2,3.6
CP3_2_12,Aug  2,1.2
BH_2_5,Aug  2,4.8
LV3_5_1,Aug  2,4.6
BH_5_5,Aug  2,4.9
LVTR1_2_3,Aug  2,3.6
WL2_7_11,Aug  2,4.5
LV1_2_4,Aug  2,NA
YO8_6_5,Aug  2,NA
YO11_8_17,Aug  2,NA
WL1_4_10,Aug  2,1.9
DPR_7_6,Aug  2,4.8
SC_2_16,Aug  2,2.4
LV1_5_4,Aug  2,2.4
YO4_2_15,Aug  2,NA
LV1_6_4,Aug  2,NA
FR_7_5,Aug  2,1.5
WR_1_2,Aug  2,NA
SC_5_5,Aug  2,5.2
CC_1_5,Aug  2,5.5
YO11_8_11,Aug  2,NA
CC_2_5,Aug  2,11
DPR_8_1,Aug  2,9.8
YO11_1_11,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
SC_6_15,Aug  2,3.4
WL1*_buffer_buffer,Aug  2,NA
IH_4_4,Aug  2,9.2
DPR_8_13,Aug  2,NA
YO8_8_4,Aug  2,NA
DPR_6_3,Aug  2,NA
YO8_3_13,Aug  2,3
DPR_3_9,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2_7_16,Aug  2,NA
SQ3_3_6,Aug  2,NA
BH_2_6,Aug  2,NA
LV3_2_3,Aug  2,NA
BH_1_6,Aug  2,NA
WL1_2_3,Aug  2,NA
CP2_2_4,Aug  2,NA
BH_4_6,Aug  2,NA
YO8_1_2,Aug  2,NA
DPR_8_2,Aug  2,NA
FR_4_5,Aug  2,NA
IH_5_6,Aug  2,NA
CP2_3_4,Aug  2,NA
FR_1_2,Aug  2,NA
SQ1_3_1,Aug  2,NA
YO8_2_14,Aug  2,NA
WL2_3_12,Aug  2,NA
TM2_5_1,Aug  2,NA
LV1_4_5,Aug  2,NA
LVTR1_5_8,Aug  2,NA
SQ2_4_10,Aug  2,NA
CP3_2_10,Aug  2,NA
LV1_6_5,Aug  2,NA
SQ2_6_12,Aug  2,NA
CP2_1_14,Aug  2,NA
YO8_5_6,Aug  2,NA
SQ3_5_1,Aug  2,NA
YO7_1_1,Aug  2,NA
CC_5_6,Aug  2,NA
CP3_4_12,Aug  2,0.4
YO4_2_7,Aug  2,NA
CC_2_6,Aug  2,7.8
IH_7_6,Aug  2,5.7
BH_6_6,Aug  2,4.2
CC_8_6,Aug  2,6.6
CP2_1_4,Aug  2,2.1
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
CP2_4_3,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
YO8_2_1,Aug  2,NA
LV1_1_4,Aug  2,NA
LVTR1_8_2,Aug  2,NA
LVTR1_7_16,Aug  2,NA
IH_5_5,Aug  2,7.3
DPR_3_10,Aug  2,NA
DPR_4_10,Aug  2,NA
DPR_6_16,Aug  2,NA
BH_4_5,Aug  2,6.3
SQ1_2_2,Aug  2,NA
WL2_8_11,Aug  2,NA
LV3_7_5,Aug  2,NA
CC_4_5,Aug  2,NA
SQ2_1_4,Aug  2,NA
CP2_6_11,Aug  2,NA
CP3_4_11,Aug  2,2.2
SQ2_6_19,Aug  2,NA
YO11_5_11,Aug  2,2.3
YO7_6_1,Aug  2,NA
YO4_1_1,Aug  2,4.3
YO8_5_5,Aug  2,NA
SC_5_16,Aug  2,NA
CP2_1_3,Aug  2,NA
DPR_6_4,Aug  2,NA
YO8_1_1,Aug  2,NA
TM2_1_4,Aug  2,14.6
LVTR1_4_1,Aug  2,NA
WL2_3_11,Aug  2,NA
LVTR1_7_3,Aug  2,NA
LVTR1_8_6,Aug  2,NA
CP2_2_3,Aug  2,NA
YO4_2_6,Aug  2,NA
CC_3_5,Aug  2,11.1
BH_3_5,Aug  2,NA
YO7_7_1,Aug  2,2.6
IH_2_5,Aug  2,NA
LV1_3_4,Aug  2,NA
YO8_3_1,Aug  2,4.6
YO11_6_11,Aug  2,2.2
TM2_7_10,Aug  2,14.1
SQ3_4_11,Aug  2,NA
IH_7_5,Aug  2,NA
WL2_1_11,Aug  2,3.1
CP3_1_10,Aug  2,NA
SC_6_5,Aug  2,5.3
BH_1_5,Aug  2,3.7
YO7_4_6,Aug  2,2.6
BH_7_5,Aug  2,5.1
LVTR1_5_13,Aug  2,NA
IH_1_5,Aug  2,7.2
YO7_5_17,Aug  2,1.6
YO7_7_19,Aug  2,NA
SQ2_6_11,Aug  2,NA
YO7_1_8,Aug  2,NA
CP3_3_11,Aug  2,NA
LV1_4_4,Aug  2,NA
YO4_4_9,Aug  2,NA
SQ2_13_13,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
TM2_1_3,Aug  2,11.5
SQ1_2_1,Aug  2,2.9
LVTR1_8_19,Aug  2,NA
BH_2_4,Aug  2,5
YO7_3_4,Aug  2,NA
WL2_6_10,Aug  2,3
IH_5_4,Aug  2,NA
SC_2_21,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
BH*_NA_bufferbuffer,Aug  2,NA
BH*_buffer_buffer,Aug  2,NA
CP3_5_12,Aug  2,NA
SQ3_6_7,Aug  2,0.6
DPR_6_14,Aug  2,NA
YO7_6_2,Aug  2,NA
IH_2_6,Aug  2,6.9
TM2_5_3,Aug  2,NA
LV1_3_5,Aug  2,NA
CC_1_6,Aug  2,3.9
YO4_1_3,Aug  2,NA
LVTR1_8_7,Aug  2,NA
LV1_1_5,Aug  2,NA
IH_4_6,Aug  2,NA
LVTR1_3_1,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL2_2_12,Aug  2,NA
WR_2_10,Aug  2,NA
IH_1_6,Aug  2,NA
LVTR1_8_14,Aug  2,NA
CC_4_6,Aug  2,NA
CP3_1_11,Aug  2,NA
CP3_3_12,Aug  2,NA
YO7_5_1,Aug  2,NA
SC_8_6,Aug  2,NA
TM2_7_11,Aug  2,NA
SQ2_6_16,Aug  2,NA
IH_6_6,Aug  2,NA
NA_NA_NA,Aug  2,NA
YO7_4_4,Aug  2,NA
CP2_2_5,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
IH_7_7,Aug  2,6.4
LV3_5_3,Aug  2,NA
CP3_5_13,Aug  2,NA
YO11_5_13,Aug  2,NA
YO8_3_3,Aug  2,NA
CP2_1_5,Aug  2,2.5
CP3_3_13,Aug  2,NA
BH_6_7,Aug  2,4.1
BH_3_7,Aug  2,4.4
YO8_1_3,Aug  2,NA
TM2_7_14,Aug  2,NA
WL2_1_13,Aug  2,2.7
CP3_1_15,Aug  2,NA
CC_4_7,Aug  2,6.1
BH_5_7,Aug  2,6
CP3_2_6,Aug  2,NA
LVTR1_2_5,Aug  2,NA
BH_2_7,Aug  2,4
YO7_7_14,Aug  2,2.1
IH_1_7,Aug  2,5.4
DPR_6_21,Aug  2,8.2
LVTR1_7_5,Aug  2,2.8
WL2_2_13,Aug  2,2.7
LV1_6_6,Aug  2,2.2
CP3_1_12,Aug  2,1.8
WL1_3_4,Aug  2,4.1
LVTR1_5_2,Aug  2,NA
SC_2_7,Aug  2,1.7
NA_NA_NA,Aug  2,NA
LV1_4_6,Aug  2,3.2
SQ2_4_9,Aug  2,1.9
YO8_6_7,Aug  2,4.5
LVTR1_6_15,Aug  2,NA
SC_5_7,Aug  2,2.8
SQ1_14_7,Aug  2,1.5
SC_2_19,Aug  2,3.2
FR_5_2,Aug  2,NA
YO4_3_9,Aug  2,2
IH_3_7,Aug  2,5.1
SQ2_6_13,Aug  2,7.3
CP3_4_13,Aug  2,NA
SQ2_8_13,Aug  2,0.9
CC_5_7,Aug  2,7.6
BH_1_7,Aug  2,3.1
CP2_7_12,Aug  2,2.4
DPR_1_12,Aug  2,NA
SQ2_6_17,Aug  2,2.1
SQ3_2_3,Aug  2,NA
WL2_3_13,Aug  2,2.7
YO11_4_12,Aug  2,NA
WL2_5_13,Aug  2,2.9
DPR_3_12,Aug  2,NA
BH_7_7,Aug  2,6.1
CC_9_7,Aug  2,8.2
LV1_1_6,Aug  2,2.2
CP2_5_5,Aug  2,4.1
YO7_6_3,Aug  2,2.4
IH_2_7,Aug  2,6.6
CP2_4_5,Aug  2,2.3
YO8_2_3,Aug  2,NA
YO4_5_6,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
LVTR1_8_9,Aug  2,4.4
YO11_8_1,Aug  2,6.8
CP2_2_6,Aug  2,2.3
YO11_5_1,Aug  2,1.1
CC_4_8,Aug  2,2.9
YO8_5_8,Aug  2,NA
YO4_9_3,Aug  2,2.9
IH_3_8,Aug  2,10.9
LV1_3_7,Aug  2,2
TM2_1_14,Aug  2,16.5
YO7_1_4,Aug  2,2.4
WL2_1_1,Aug  2,NA
BH_2_8,Aug  2,NA
WL1_4_9,Aug  2,1.4
SC_2_8,Aug  2,NA
CC_5_8,Aug  2,NA
YO4_3_6,Aug  2,NA
FR_4_7,Aug  2,NA
YO11*_buffer*_buffer,Aug  2,NA
CP2*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
SC_5_6,Aug  2,2.7
CC_9_6,Aug  2,8
SQ2_6_22,Aug  2,NA
CP2_5_4,Aug  2,1.4
YO4_5_4,Aug  2,1.5
CC_9_6,Aug  2,NA
SC_6_6,Aug  2,3
SC_5_6,Aug  2,NA
YO11_5_12,Aug  2,0.8
WL1_7_20,Aug  2,1.6
WV_4_10,Aug  2,NA
WL1_10_4,Aug  2,5.3
DPR_1_11,Aug  2,NA
YO11_4_7,Aug  2,3.1
YO11_5_15,Aug  2,NA
CP2_7_11,Aug  2,NA
CP3_7_5,Aug  2,NA
BH_3_6,Aug  2,4.5
DPR_4_11,Aug  2,5
CC_3_6,Aug  2,7.9
YO8_3_2,Aug  2,NA
YO7_5_16,Aug  2,NA
LVTR1_7_4,Aug  2,1
WL1_7_8,Aug  2,2.7
DPR_6_19,Aug  2,NA
YO8_6_6,Aug  2,NA
BH_7_6,Aug  2,5.1
LV3_7_10,Aug  2,NA
IH_4_7,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
WL1*_buffer_buffer,Aug  2,NA
YO8_4_8,Aug  2,NA
YO7_5_2,Aug  2,3.2
CP2_5_14,Aug  2,4.1
YO7_7_22,Aug  2,NA
WL2_6_13,Aug  2,NA
LV1_5_6,Aug  2,NA
YO11_6_13,Aug  2,NA
FR_7_7,Aug  2,2.9
CC_8_7,Aug  2,5.1
TM2_4_12,Aug  2,4.8
DPR_6_6,Aug  2,NA
YO4_2_8,Aug  2,NA
YO11_8_13,Aug  2,NA
DPR_8_3,Aug  2,7.9
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
WL1_4_3,Aug  2,2.3
LV1_8_6,Aug  2,NA
YO11_1_13,Aug  2,NA
TM2_5_8,Aug  2,NA
BH_4_7,Aug  2,4.8
SQ2_6_27,Aug  2,NA
YO7_7_3,Aug  2,0.3
LV1_2_6,Aug  2,NA
LVTR1_4_3,Aug  2,NA
TM2_7_12,Aug  2,12.7
TM2_2_5,Aug  2,10
CC_3_7,Aug  2,5.2
SC_4_7,Aug  2,4.6
SC_8_7,Aug  2,4.5
WL2_8_13,Aug  2,NA
IH_6_7,Aug  2,NA
CC_1_7,Aug  2,2.3
LVTR1_6_5,Aug  2,2.4
CC_2_7,Aug  2,8.1
IH_5_7,Aug  2,NA
YO7_1_3,Aug  2,1.8
LV1_3_6,Aug  2,NA
CP3_6_13,Aug  2,1.5
YO8_8_7,Aug  2,2
DPR_6_18,Aug  2,5.5
YO11_8_16,Aug  2,3.9
LVTR1_8_8,Aug  2,NA
SC_6_7,Aug  2,3.2
WL1_7_9,Aug  2,2.8
WL1_10_5,Aug  2,3
WR_2_19,Aug  2,3.3
CP2_3_5,Aug  2,2.5
YO8_5_7,Aug  2,3.1
WL2_7_13,Aug  2,2.9
NA_NA_NA,Aug  2,NA
SC_4_15,Aug  2,NA
TM2_1_6,Aug  2,NA
SQ3_4_10,Aug  2,2
FR_4_6,Aug  2,1.9
SQ1_4_7,Aug  2,1.6
DPR_4_12,Aug  2,NA
SQ1_4_2,Aug  2,1.5
YO11_7_13,Aug  2,2.6
WL1*_buffer_buffer,Aug  2,NA
SQ2_4_4,Aug  2,NA
YO7_7_17,Aug  2,NA
IH_4_8,Aug  2,8.3
LV1_4_7,Aug  2,NA
YO8_8_8,Aug  2,2.7
YO8_2_4,Aug  2,NA
TM2_5_2,Aug  2,NA
TM2_7_13,Aug  2,13.1
LVTR1_7_12,Aug  2,NA
CC_1_8,Aug  2,NA
CP3_6_1,Aug  2,NA
CP2_7_13,Aug  2,1.6
DPR_7_5,Aug  2,5.2
TM2_1_7,Aug  2,9.5
IH_7_8,Aug  2,3.6
LV1_5_7,Aug  2,NA
IH_2_8,Aug  2,NA
CC_8_8,Aug  2,5.4
CP2*_buffer*_buffer,Aug  2,NA
CP2*_buffer*_buffer,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV1*_buffer*_buffer,Aug  2,NA
TM2*_buffer_buffer,Aug  2,NA
YO11_8_2,Aug  2,NA
IH_5_9,Aug  2,8.5
TM2_5_10,Aug  2,7.4
YO11_7_14,Aug  2,0.8
CP3_4_2,Aug  2,NA
SQ2_1_1,Aug  2,1.9
CP2_5_7,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
LVTR1_8_10,Aug  2,NA
NA_NA_NA,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP3_2_1,Aug  2,NA
NA_NA_NA,Aug  2,NA
CP2_1_7,Aug  2,2.1
DPR_1_1,Aug  2,4.3
LV1_8_8,Aug  2,NA
YO7_7_5,Aug  2,1.3
LVTR1_7_7,Aug  2,NA
YO8_6_9,Aug  2,NA
NA_NA_NA,Aug  2,NA
LVTR1_6_7,Aug  2,NA
IH_7_9,Aug  2,8.3
SC_6_9,Aug  2,NA
YO7_7_24,Aug  2,NA
YO4_2_10,Aug  2,4.4
SQ3_7_13,Aug  2,NA
YO11_3_4,Aug  2,NA
CC_9_9,Aug  2,6.2
LV3_5_5,Aug  2,2.3
WL1_2_1,Aug  2,2.3
DPR_6_8,Aug  2,6.7
TM2_7_18,Aug  2,5.1
CC_4_9,Aug  2,5.2
YO7_6_14,Aug  2,3.7
LV1_3_8,Aug  2,NA
SC_5_9,Aug  2,2.3
BH_6_9,Aug  2,4.4
DPR_3_1,Aug  2,9.9
CC_1_9,Aug  2,4.4
LV3_1_2,Aug  2,NA
LVTR1_4_8,Aug  2,NA
YO7_5_4,Aug  2,NA
IH_1_9,Aug  2,4.6
WL1_7_11,Aug  2,NA
SC_2_9,Aug  2,NA
YO8_8_9,Aug  2,NA
LV1_2_8,Aug  2,1.6
LV1_6_8,Aug  2,NA
BH_7_9,Aug  2,NA
CP2_2_7,Aug  2,NA
SC_4_9,Aug  2,NA
YO4_3_10,Aug  2,NA
CC_5_9,Aug  2,NA
TM2_7_1,Aug  2,NA
BH_1_9,Aug  2,NA
FR_3_9,Aug  2,NA
TM2_1_8,Aug  2,6.6
DPR_5_13,Aug  2,3.5
SQ2_8_2,Aug  2,NA
WL2_5_2,Aug  2,3
CP2_3_7,Aug  2,0.9
LV3_7_13,Aug  2,NA
CP2_7_1,Aug  2,NA
YO11_1_2,Aug  2,NA
NA_NA_NA,Aug  2,NA
LV1*_buffer_buffer,Aug  2,NA
LV1*_buffer_buffer,Aug  2,NA
BH_5_8,Aug  2,4.7
YO11_7_2,Aug  2,1.6
WL2_8_1,Aug  2,3.2
LVTR1_6_6,Aug  2,NA
CC_9_8,Aug  2,6.8
