survey_date,block,Genotype,pop.mf,parent.pop,mf,rep,height.cm,long.leaf.cm,survey.notes
8/23/2023,K,WL1_9_2,WL1_9,WL1,9,2,3.1,4.7,NA
8/23/2023,L,DPR_8_10,DPR_8,DPR,8,10,5.8,5,NA
8/23/2023,L,LV1_5_13,LV1_5,LV1,5,13,NA,NA,NA
8/23/2023,L,WL2_5_7,WL2_5,WL2,5,7,1.5,1.5,NA
8/23/2023,L,CP2_6_13,CP2_6,CP2,6,13,4.3,3.1,NA
8/23/2023,L,CC_8_1,CC_8,CC,8,1,NA,NA,NA
8/23/2023,L,BH_6_1,BH_6,BH,6,1,5.8,4.3,NA
8/23/2023,L,SQ3_4_4,SQ3_4,SQ3,4,4,NA,NA,NA
8/23/2023,L,SC_4_1,SC_4,SC,4,1,3.9,3.9,NA
8/23/2023,L,CP3_3_7,CP3_3,CP3,3,7,NA,NA,NA
8/23/2023,L,YO7_7_10,YO7_7,YO7,7,10,0.7,2.2,NA
8/23/2023,L,SC_2_26,SC_2,SC,2,26,3.4,3.1,NA
8/23/2023,L,IH_6_1,IH_6,IH,6,1,7.7,4.1,NA
8/23/2023,L,CP2_5_12,CP2_5,CP2,5,12,3.5,3.6,NA
8/23/2023,L,YO8_5_14,YO8_5,YO8,5,14,3.6,3.7,NA
8/23/2023,L,WL2_8_7,WL2_8,WL2,8,7,3.6,2.6,NA
8/23/2023,L,CP3_2_11,CP3_2,CP3,2,11,2.1,3.6,NA
8/23/2023,L,IH_2_1,IH_2,IH,2,1,7.3,6,NA
8/23/2023,L,SC_2_1,SC_2,SC,2,1,3.1,3.2,NA
8/23/2023,L,TM2_2_6,TM2_2,TM2,2,6,7.2,3.4,NA
8/23/2023,L,DPR_6_13,DPR_6,DPR,6,13,3.2,3.6,NA
8/23/2023,L,SQ3_3_5,SQ3_3,SQ3,3,5,0.6,3.2,NA
8/23/2023,L,CP3_3_15,CP3_3,CP3,3,15,NA,NA,NA
8/23/2023,L,CC_1_1,CC_1,CC,1,1,8.4,4,NA
8/23/2023,K,FR_6_9,FR_6,FR,6,9,2.7,2.4,NA
8/23/2023,K,YO8_2_10,YO8_2,YO8,2,10,0.3,2.7,NA
8/23/2023,K,LV3_7_4,LV3_7,LV3,7,4,1.5,1.4,NA
8/23/2023,K,YO8_6_13,YO8_6,YO8,6,13,NA,NA,NA
8/23/2023,K,LV1_8_12,LV1_8,LV1,8,12,NA,NA,NA
8/23/2023,K,BH_4_13,BH_4,BH,4,13,NA,NA,NA
8/23/2023,K,YO8_4_3,YO8_4,YO8,4,3,NA,NA,NA
8/23/2023,K,TM2_1_12,TM2_1,TM2,1,12,15.2,2.6,NA
8/23/2023,K,FR_6_4,FR_6,FR,6,4,NA,NA,NA
8/23/2023,K,LV3_7_3,LV3_7,LV3,7,3,NA,NA,NA
8/23/2023,K,YO4_5_3,YO4_5,YO4,5,3,2.3,4.3,NA
8/23/2023,K,WL2_8_6,WL2_8,WL2,8,6,NA,NA,NA
8/23/2023,K,CP2_4_11,CP2_4,CP2,4,11,NA,NA,NA
8/23/2023,K,CP2_4_14,CP2_4,CP2,4,14,3.6,3.3,NA
8/23/2023,K,YO7_3_3,YO7_3,YO7,3,3,NA,NA,NA
8/23/2023,K,SC_4_14,SC_4,SC,4,14,5.4,4.4,NA
8/23/2023,K,CP3_1_5,CP3_1,CP3,1,5,NA,NA,NA
8/23/2023,K,YO7_7_21,YO7_7,YO7,7,21,NA,NA,NA
8/23/2023,K,TM2_6_10,TM2_6,TM2,6,10,16.8,2,NA
8/23/2023,K,WL2_1_6,WL2_1,WL2,1,6,NA,NA,NA
8/23/2023,K,CP3_6_6,CP3_6,CP3,6,6,2.4,3.5,NA
8/23/2023,K,WL2_6_6,WL2_6,WL2,6,6,NA,NA,NA
8/23/2023,K,WL1_7_2,WL1_7,WL1,7,2,3.8,3.3,NA
8/23/2023,K,YO11_6_16,YO11_6,YO11,6,16,NA,NA,NA
8/23/2023,K,LVTR1_4_5,LVTR1_4,LVTR1,4,5,NA,NA,NA
8/23/2023,K,IH_3_13,IH_3,IH,3,13,NA,NA,NA
8/23/2023,K,YO7_4_11,YO7_4,YO7,4,11,1.4,2.2,NA
8/23/2023,K,FR_4_12,FR_4,FR,4,12,NA,NA,NA
8/23/2023,K,BH_6_13,BH_6,BH,6,13,NA,NA,NA
8/23/2023,K,CC_5_13,CC_5,CC,5,13,9.8,4.7,NA
8/23/2023,K,CP3_1_6,CP3_1,CP3,1,6,NA,NA,NA
8/23/2023,K,YO8_6_1,YO8_6,YO8,6,1,NA,NA,NA
8/23/2023,K,WL2_2_7,WL2_2,WL2,2,7,1.9,3.8,NA
8/23/2023,L,LV3_5_10,LV3_5,LV3,5,10,NA,NA,NA
8/23/2023,L,YO7_7_15,YO7_7,YO7,7,15,1.9,2.3,NA
8/23/2023,L,YO7_5_9,YO7_5,YO7,5,9,2.2,2.9,NA
8/23/2023,L,LVTR1_8_25,LVTR1_8,LVTR1,8,25,NA,NA,NA
8/23/2023,L,YO8_1_10,YO8_1,YO8,1,10,NA,NA,NA
8/23/2023,L,TM2_5_11,TM2_5,TM2,5,11,15.4,2.5,NA
8/23/2023,L,CP2_7_6,CP2_7,CP2,7,6,NA,NA,NA
8/23/2023,L,CC_5_1,CC_5,CC,5,1,NA,NA,NA
8/23/2023,L,DPR_3_6,DPR_3,DPR,3,6,NA,NA,NA
8/23/2023,L,YO4_2_14,YO4_2,YO4,2,14,NA,NA,NA
8/23/2023,L,YO11_8_7,YO11_8,YO11,8,7,5.1,2.4,NA
8/23/2023,L,SQ3_7_7,SQ3_7,SQ3,7,7,NA,NA,NA
8/23/2023,L,YO8_8_1,YO8_8,YO8,8,1,4.5,3.5,NA
8/23/2023,L,SQ2_4_6,SQ2_4,SQ2,4,6,NA,NA,NA
8/23/2023,L,IH_4_1,IH_4,IH,4,1,9.3,4.7,NA
8/23/2023,L,YO7_4_1,YO7_4,YO7,4,1,1.8,2.2,NA
8/23/2023,L,WL1_7_3,WL1_7,WL1,7,3,2.2,2.4,NA
8/23/2023,L,WR_2_21,WR_2,WR,2,21,NA,NA,NA
8/23/2023,L,CC_3_1,CC_3,CC,3,1,NA,NA,NA
8/23/2023,L,CP2_1_12,CP2_1,CP2,1,12,1.6,2.7,NA
8/23/2023,L,SC_8_1,SC_8,SC,8,1,2.7,3.7,NA
8/23/2023,L,YO7_7_26,YO7_7,YO7,7,26,NA,NA,NA
8/23/2023,K,WL2_3_7,WL2_3,WL2,3,7,NA,NA,NA
8/23/2023,K,LVTR1_2_12,LVTR1_2,LVTR1,2,12,NA,NA,NA
8/23/2023,K,SC_6_1,SC_6,SC,6,1,NA,NA,NA
8/23/2023,K,SQ1_3_6,SQ1_3,SQ1,3,6,NA,NA,NA
8/23/2023,K,SQ2_8_6,SQ2_8,SQ2,8,6,NA,NA,NA
8/23/2023,K,CP2_2_11,CP2_2,CP2,2,11,2.4,3.3,NA
8/23/2023,K,CC_3_13,CC_3,CC,3,13,10,4,NA
8/23/2023,K,YO11_7_6,YO11_7,YO11,7,6,1.6,3.9,NA
8/23/2023,K,LV1_6_12,LV1_6,LV1,6,12,NA,NA,NA
8/23/2023,K,YO4_2_1,YO4_2,YO4,2,1,3,2.9,NA
8/23/2023,K,WL1_7_19,WL1_7,WL1,7,19,NA,NA,NA
8/23/2023,K,LVTR1_6_11,LVTR1_6,LVTR1,6,11,0.9,0.9,NA
8/23/2023,K,CC_1_13,CC_1,CC,1,13,NA,NA,NA
8/23/2023,K,SC_6_13,SC_6,SC,6,13,2.9,2.6,NA
8/23/2023,K,LV1_2_12,LV1_2,LV1,2,12,NA,NA,NA
8/23/2023,K,YO11_1_6,YO11_1,YO11,1,6,2.8,2.7,NA
8/23/2023,K,DPR_8_9,DPR_8,DPR,8,9,6.4,3.9,NA
8/23/2023,K,YO7_5_8,YO7_5,YO7,5,8,NA,NA,NA
8/23/2023,K,WL2_2_6,WL2_2,WL2,2,6,NA,NA,NA
8/23/2023,K,TM2_5_7,TM2_5,TM2,5,7,NA,NA,NA
8/23/2023,K,YO8_5_13,YO8_5,YO8,5,13,NA,NA,NA
8/23/2023,K,SQ1_14_11,SQ1_14,SQ1,14,11,5.1,5.6,NA
8/23/2023,K,YO7_4_8,YO7_4,YO7,4,8,NA,NA,NA
8/23/2023,K,SC_8_13,SC_8,SC,8,13,NA,NA,NA
8/23/2023,K,DPR_5_5,DPR_5,DPR,5,5,NA,NA,NA
8/23/2023,K,IH_4_13,IH_4,IH,4,13,NA,NA,NA
8/23/2023,K,IH_5_13,IH_5,IH,5,13,10.8,6.8,NA
8/23/2023,K,SQ2_6_21,SQ2_6,SQ2,6,21,NA,NA,NA
8/23/2023,K,SQ1_5_2,SQ1_5,SQ1,5,2,NA,NA,NA
8/23/2023,K,IH_2_13,IH_2,IH,2,13,NA,NA,NA
8/23/2023,K,CP2_3_12,CP2_3,CP2,3,12,NA,NA,NA
8/23/2023,K,SQ2_13_9,SQ2_13,SQ2,13,9,NA,NA,NA
8/23/2023,K,LVTR1_6_12,LVTR1_6,LVTR1,6,12,NA,NA,NA
8/23/2023,L,LV1_6_13,LV1_6,LV1,6,13,NA,NA,dead
8/23/2023,L,CP3_5_7,CP3_5,CP3,5,7,2.3,4.6,NA
8/23/2023,L,SQ2_6_7,SQ2_6,SQ2,6,7,NA,NA,dead
8/23/2023,L,YO8_3_10,YO8_3,YO8,3,10,NA,NA,dead
8/23/2023,L,WL1_3_8,WL1_3,WL1,3,8,NA,NA,dead
8/23/2023,L,YO7_6_10,YO7_6,YO7,6,10,NA,NA,dead
8/23/2023,L,FR_5_5,FR_5,FR,5,5,NA,NA,dead
8/23/2023,L,BH_7_1,BH_7,BH,7,1,NA,NA,dead
8/23/2023,L,YO11_6_7,YO11_6,YO11,6,7,4.2,2,NA
8/23/2023,L,DPR_4_6,DPR_4,DPR,4,6,5.3,2.7,NA
8/23/2023,L,WL1_7_16,WL1_7,WL1,7,16,NA,NA,dead
8/23/2023,L,CC_9_1,CC_9,CC,9,1,9.1,3.6,NA
8/23/2023,L,WL2_7_7,WL2_7,WL2,7,7,4.8,4,NA
8/23/2023,L,SQ2_8_7,SQ2_8,SQ2,8,7,NA,NA,dead
8/23/2023,L,CP2_4_12,CP2_4,CP2,4,12,3.6,3.3,NA
8/23/2023,L,CC_4_1,CC_4,CC,4,1,10.9,3.6,NA
8/23/2023,L,DPR_5_9,DPR_5,DPR,5,9,NA,NA,dead
8/23/2023,L,LVTR1_3_7,LVTR1_3,LVTR1,3,7,NA,NA,dead
8/23/2023,L,IH_1_1,IH_1,IH,1,1,9.3,5.9,NA
8/23/2023,L,IH_7_1,IH_7,IH,7,1,5.5,4.3,NA
8/23/2023,L,YO11_4_10,YO11_4,YO11,4,10,NA,NA,dead
8/23/2023,L,LV1_3_13,LV1_3,LV1,3,13,NA,NA,dead
8/23/2023,L,LV1_1_13,LV1_1,LV1,1,13,NA,NA,dead
8/23/2023,L,TM2_1_13,TM2_1,TM2,1,13,NA,NA,dead
8/23/2023,L,BH_5_1,BH_5,BH,5,1,NA,NA,dead
8/23/2023,L,FR_4_13,FR_4,FR,4,13,NA,NA,dead
8/23/2023,L,SQ1_2_11,SQ1_2,SQ1,2,11,NA,NA,dead
8/23/2023,L,BH_2_1,BH_2,BH,2,1,7.8,4.2,NA
8/23/2023,L,YO8_5_1,YO8_5,YO8,5,1,3.8,3.5,NA
8/23/2023,L,LV1_2_13,LV1_2,LV1,2,13,NA,NA,dead
8/23/2023,L,BH_1_1,BH_1,BH,1,1,5.7,4.3,NA
8/23/2023,L,TM2_6_9,TM2_6,TM2,6,9,NA,NA,dead
8/23/2023,M,YO11_7_8,YO11_7,YO11,7,8,3.8,1.8,NA
8/23/2023,M,WL2_1_8,WL2_1,WL2,1,8,NA,NA,dead
8/23/2023,M,SQ2_1_7,SQ2_1,SQ2,1,7,NA,NA,dead
8/23/2023,M,YO7_5_19,YO7_5,YO7,5,19,NA,NA,dead
8/23/2023,M,DPR_8_17,DPR_8,DPR,8,17,10.3,1.4,heavy herbivory
8/23/2023,M,WL1_7_21,WL1_7,WL1,7,21,3.3,2.9,NA
8/23/2023,M,LV1_3_1,LV1_3,LV1,3,1,NA,NA,dead
8/23/2023,M,CP2_3_13,CP2_3,CP2,3,13,3.6,4.3,NA
8/23/2023,L,WL2_1_7,WL2_1,WL2,1,7,NA,NA,dead
8/23/2023,L,YO11_1_7,YO11_1,YO11,1,7,2.6,3.8,NA
8/23/2023,L,BH_4_1,BH_4,BH,4,1,5.3,4.4,NA
8/23/2023,L,SC_4_16,SC_4,SC,4,16,NA,NA,dead
8/23/2023,L,LVTR1_4_12,LVTR1_4,LVTR1,4,12,3.3,1.5,NA
8/23/2023,L,YO11_7_7,YO11_7,YO11,7,7,1.2,2.6,NA
8/23/2023,L,LV1_4_13,LV1_4,LV1,4,13,NA,NA,dead
8/23/2023,L,DPR_1_6,DPR_1,DPR,1,6,NA,NA,dead
8/23/2023,L,BH_3_1,BH_3,BH,3,1,NA,NA,dead
8/23/2023,L,IH_3_1,IH_3,IH,3,1,NA,NA,dead
8/23/2023,L,LVTR1_8_18,LVTR1_8,LVTR1,8,18,NA,NA,dead
8/23/2023,L,DPR_6_20,DPR_6,DPR,6,20,6.2,2.2,NA
8/23/2023,L,YO11_8_15,YO11_8,YO11,8,15,NA,NA,dead
8/23/2023,L,CP3_6_7,CP3_6,CP3,6,7,NA,NA,dead
8/23/2023,L,YO4_4_1,YO4_4,YO4,4,1,NA,NA,dead
8/23/2023,L,LV1_8_13,LV1_8,LV1,8,13,NA,NA,dead
8/23/2023,L,FR_7_1,FR_7,FR,7,1,4.1,2.7,NA
8/23/2023,L,SC_5_1,SC_5,SC,5,1,NA,NA,dead
8/23/2023,L,YO11_5_7,YO11_5,YO11,5,7,NA,NA,dead
8/23/2023,L,WL1_9_1,WL1_9,WL1,9,1,4.3,3.2,NA
8/23/2023,L,CP3_4_7,CP3_4,CP3,4,7,NA,NA,dead
8/23/2023,L,TM2_3_8,TM2_3,TM2,3,8,NA,NA,dead
8/23/2023,L,TM2_7_6,TM2_7,TM2,7,6,NA,NA,dead
8/23/2023,L,LVTR1_8_1,LVTR1_8,LVTR1,8,1,NA,NA,dead
8/23/2023,L,IH_5_1,IH_5,IH,5,1,NA,NA,dead
8/23/2023,L,YO7_2_10,YO7_2,YO7,2,10,NA,NA,dead
8/23/2023,L,CP2_2_12,CP2_2,CP2,2,12,NA,NA,dead
8/23/2023,L,CC_2_1,CC_2,CC,2,1,NA,NA,dead
8/23/2023,L,WL2_6_7,WL2_6,WL2,6,7,NA,NA,dead
8/23/2023,L,YO4_2_2,YO4_2,YO4,2,2,NA,NA,dead
8/23/2023,M,SC_2_22,SC_2,SC,2,22,NA,NA,dead
8/23/2023,M,YO7_6_11,YO7_6,YO7,6,11,NA,NA,dead
8/23/2023,M,CP3_2_5,CP3_2,CP3,2,5,NA,NA,dead
8/23/2023,M,IH_2_2,IH_2,IH,2,2,NA,NA,dead
8/23/2023,M,CP2_5_13,CP2_5,CP2,5,13,NA,NA,dead
8/23/2023,M,WL2_6_8,WL2_6,WL2,6,8,NA,NA,dead
8/23/2023,M,BH_1_2,BH_1,BH,1,2,NA,NA,dead
8/23/2023,M,CC_4_2,CC_4,CC,4,2,NA,NA,dead
8/23/2023,M,CP2_7_14,CP2_7,CP2,7,14,1.3,3.3,NA
8/23/2023,M,CP3_5_8,CP3_5,CP3,5,8,3.4,3.6,NA
8/23/2023,M,YO7_3_8,YO7_3,YO7,3,8,2.2,2.4,NA
8/23/2023,M,DPR_3_7,DPR_3,DPR,3,7,NA,NA,dead
8/23/2023,M,TM2_2_11,TM2_2,TM2,2,11,15.6,1.6,NA
8/23/2023,M,IH_3_2,IH_3,IH,3,2,NA,NA,dead
8/23/2023,M,LV1_2_1,LV1_2,LV1,2,1,1.9,1.6,NA
8/23/2023,M,SC_5_2,SC_5,SC,5,2,3.2,2.5,NA
8/23/2023,M,SQ2_8_8,SQ2_8,SQ2,8,8,NA,NA,dead
8/23/2023,M,BH_2_2,BH_2,BH,2,2,6.6,5.7,NA
8/23/2023,M,BH_5_2,BH_5,BH,5,2,5.2,4.7,NA
8/23/2023,M,WL1_2_13,WL1_2,WL1,2,13,NA,NA,dead
8/23/2023,M,FR_7_2,FR_7,FR,7,2,NA,NA,dead
8/23/2023,M,CP3_1_7,CP3_1,CP3,1,7,NA,NA,dead
8/23/2023,M,BH_4_2,BH_4,BH,4,2,6.8,4.4,NA
8/23/2023,M,DPR_4_7,DPR_4,DPR,4,7,7.1,4.3,NA
8/23/2023,M,LV1_4_1,LV1_4,LV1,4,1,2.9,1.8,NA
8/23/2023,M,CP2_1_13,CP2_1,CP2,1,13,NA,NA,dead
8/23/2023,M,SQ2_6_15,SQ2_6,SQ2,6,15,1.9,3.9,NA
8/23/2023,M,WL1_9_9,WL1_9,WL1,9,9,4,4.1,NA
8/23/2023,M,CP2_7_7,CP2_7,CP2,7,7,4.6,4,NA
8/23/2023,M,LVTR1_3_2,LVTR1_3,LVTR1,3,2,NA,NA,dead
8/23/2023,M,LVTR1_2_13,LVTR1_2,LVTR1,2,13,NA,NA,dead
8/23/2023,M,WL2_5_8,WL2_5,WL2,5,8,2.1,2.8,NA
8/23/2023,M,YO7_7_11,YO7_7,YO7,7,11,2.3,2.8,NA
8/23/2023,M,LV3_7_7,LV3_7,LV3,7,7,2.7,1.8,NA
8/23/2023,M,CP3_4_8,CP3_4,CP3,4,8,NA,NA,dead
8/23/2023,M,SC_2_2,SC_2,SC,2,2,5.6,3.6,NA
8/23/2023,M,YO8_1_11,YO8_1,YO8,1,11,NA,NA,dead
8/23/2023,M,TM2_5_12,TM2_5,TM2,5,12,14.8,2.7,NA
8/23/2023,M,DPR_1_7,DPR_1,DPR,1,7,7.3,3.3,roots exposed
8/23/2023,M,SC_8_2,SC_8,SC,8,2,5.2,4.2,NA
8/23/2023,M,SQ3_2_12,SQ3_2,SQ3,2,12,NA,NA,dead
8/23/2023,M,CC_8_2,CC_8,CC,8,2,9.6,3.7,NA
8/23/2023,M,FR_2_10,FR_2,FR,2,10,4.7,1.8,NA
8/23/2023,M,TM2_7_7,TM2_7,TM2,7,7,25.7,3.1,NA
8/23/2023,M,YO4_3_4,YO4_3,YO4,3,4,8.5,3.2,NA
8/23/2023,M,SQ3_6_13,SQ3_6,SQ3,6,13,2.3,2.8,NA
8/23/2023,M,CC_2_2,CC_2,CC,2,2,11.1,5.6,NA
8/23/2023,M,YO8_8_2,YO8_8,YO8,8,2,4.7,3.5,NA
8/23/2023,M,YO7_6_16,YO7_6,YO7,6,16,NA,NA,dead
8/23/2023,M,YO7_5_10,YO7_5,YO7,5,10,4.2,3,NA
8/23/2023,M,YO11_6_8,YO11_6,YO11,6,8,2.7,2.4,NA
8/23/2023,M,CP2_4_13,CP2_4,CP2,4,13,2.2,2.5,NA
8/23/2023,M,FR_4_1,FR_4,FR,4,1,6.5,3.6,NA
8/23/2023,M,SQ1_14_3,SQ1_14,SQ1,14,3,2.3,3.5,NA
8/23/2023,M,TM2_3_10,TM2_3,TM2,3,10,22.7,1.2,leaves wilted
8/23/2023,M,YO11_1_8,YO11_1,YO11,1,8,3.3,3.5,NA
8/23/2023,M,IH_5_2,IH_5,IH,5,2,13.9,6.2,NA
8/23/2023,M,LV1_6_1,LV1_6,LV1,6,1,3.6,2.3,NA
8/23/2023,M,LVTR1_8_3,LVTR1_8,LVTR1,8,3,2.9,1.8,NA
8/23/2023,M,BH_6_2,BH_6,BH,6,2,3.6,4.2,NA
8/23/2023,M,WL2_3_8,WL2_3,WL2,3,8,3,3.2,NA
8/23/2023,M,YO8_5_2,YO8_5,YO8,5,2,4.6,2.4,NA
8/23/2023,M,YO8_6_2,YO8_6,YO8,6,2,4.1,3.8,NA
8/23/2023,M,LV1_5_1,LV1_5,LV1,5,1,NA,NA,dead
8/23/2023,M,DPR_5_3,DPR_5,DPR,5,3,7.9,1.7,roots exposed
8/23/2023,M,BH_7_2,BH_7,BH,7,2,6,4.9,NA
8/23/2023,M,WL2_8_8,WL2_8,WL2,8,8,5.7,2.7,NA
8/23/2023,M,LV1_1_1,LV1_1,LV1,1,1,1.8,1.3,NA
8/23/2023,M,LV1_8_1,LV1_8,LV1,8,1,3.3,2.2,NA
8/23/2023,M,IH_4_2,IH_4,IH,4,2,11.8,5.5,NA
8/23/2023,M,YO8_2_11,YO8_2,YO8,2,11,4.6,3.6,NA
8/23/2023,M,CP2_7_16,CP2_7,CP2,7,16,3.6,3.8,NA
8/23/2023,M,IH_4_14,IH_4,IH,4,14,9.7,4.5,NA
8/23/2023,M,LVTR1_6_13,LVTR1_6,LVTR1,6,13,2.3,1.2,NA
8/23/2023,M,SC_2_15,SC_2,SC,2,15,4.1,4.2,NA
8/23/2023,M,LVTR1_8_15,LVTR1_8,LVTR1,8,15,2.5,0.6,NA
8/23/2023,M,IH_6_2,IH_6,IH,6,2,11.3,4.6,NA
8/23/2023,M,CP3_3_8,CP3_3,CP3,3,8,4.8,2.1,NA
8/23/2023,M,YO11_8_8,YO11_8,YO11,8,8,4.8,3.6,NA
8/23/2023,M,SQ2_6_8,SQ2_6,SQ2,6,8,2.8,4.1,NA
8/23/2023,M,CC_3_2,CC_3,CC,3,2,10.4,4.1,NA
8/23/2023,M,DPR_6_1,DPR_6,DPR,6,1,7,3.5,NA
8/23/2023,M,WL2_2_8,WL2_2,WL2,2,8,4.2,5,NA
8/23/2023,M,WL1_7_4,WL1_7,WL1,7,4,5.6,4.5,NA
8/23/2023,M,FR_5_11,FR_5,FR,5,11,6.3,1.9,NA
8/23/2023,M,YO11_4_3,YO11_4,YO11,4,3,NA,NA,dead
8/23/2023,M,TM2_1_1,TM2_1,TM2,1,1,14.9,2.7,NA
8/23/2023,M,YO7_1_2,YO7_1,YO7,1,2,3.4,4.3,NA
8/23/2023,M,CP3_6_8,CP3_6,CP3,6,8,3.6,3.2,NA
8/23/2023,M,YO8_4_2,YO8_4,YO8,4,2,3,2.1,NA
8/23/2023,M,SQ2_6_26,SQ2_6,SQ2,6,26,NA,NA,dead
8/23/2023,M,YO11_5_8,YO11_5,YO11,5,8,4.8,3.6,NA
8/23/2023,M,CC_5_2,CC_5,CC,5,2,8.7,5.2,NA
8/23/2023,M,CC_1_2,CC_1,CC,1,2,9.9,4.3,NA
8/23/2023,M,YO7_5_13,YO7_5,YO7,5,13,NA,NA,NA
8/23/2023,M,IH_7_2,IH_7,IH,7,2,7.3,4.9,NA
8/23/2023,M,DPR_8_11,DPR_8,DPR,8,11,NA,NA,dead
8/23/2023,M,SQ3_4_3,SQ3_4,SQ3,4,3,2.2,4.7,NA
8/23/2023,M,CC_9_2,CC_9,CC,9,2,NA,NA,dead
8/23/2023,M,CC_1_2,CC_1,CC,1,2,NA,NA,no plant/tag?
8/23/2023,M,YO4_2_3,YO4_2,YO4,2,3,NA,NA,dead
8/23/2023,M,LVTR1_5_3,LVTR1_5,LVTR1,5,3,NA,NA,dead
8/23/2023,M,YO4_4_2,YO4_4,YO4,4,2,4.6,3.8,NA
8/23/2023,M,SC_6_2,SC_6,SC,6,2,5.3,3.9,NA
8/23/2023,M,YO11_6_15,YO11_6,YO11,6,15,NA,NA,dead
8/23/2023,M,IH_1_2,IH_1,IH,1,2,13.7,7,NA
8/23/2023,M,BH_3_2,BH_3,BH,3,2,NA,NA,dead
8/23/2023,M,SC_4_2,SC_4,SC,4,2,2,4.4,NA
8/23/2023,M,YO8_3_11,YO8_3,YO8,3,11,3.5,2.6,NA
8/23/2023,M,CP2_2_13,CP2_2,CP2,2,13,1.1,3,NA
8/23/2023,M,WL2_7_8,WL2_7,WL2,7,8,5,3.1,NA
8/23/2023,M,SQ1_2_9,SQ1_2,SQ1,2,9,2.5,2.8,NA
8/23/2023,M,TM2_7_22,TM2_7,TM2,7,22,NA,NA,dead
8/23/2023,M,LV3_5_11,LV3_5,LV3,5,11,NA,NA,dead
8/23/2023,M,TM2_6_12,TM2_6,TM2,6,12,14.7,1.6,NA
8/23/2023,M,CP3_3_14,CP3_3,CP3,3,14,2.8,3.1,NA
8/30/2023,A,TM2_6_11,TM2_6,TM2,6,11,15.4,1.3,NA
8/30/2023,A,LVTR1_7_1,LVTR1_7,LVTR1,7,1,NA,NA,dead
8/30/2023,A,SQ2_6_14,SQ2_6,SQ2,6,14,NA,NA,dead
8/30/2023,A,YO8_8_3,YO8_8,YO8,8,3,NA,NA,dead
8/30/2023,A,CC_2_3,CC_2,CC,2,3,9.1,2.4,NA
8/30/2023,A,YO11_5_14,YO11_5,YO11,5,14,NA,NA,dead
8/30/2023,A,BH_6_3,BH_6,BH,6,3,NA,NA,dead
8/30/2023,A,DPR_4_8,DPR_4,DPR,4,8,NA,NA,dead
8/30/2023,A,CP2_5_1,CP2_5,CP2,5,1,1.6,2.2,NA
8/30/2023,A,LVTR1_3_12,LVTR1_3,LVTR1,3,12,NA,NA,dead
8/30/2023,A,CC_5_3,CC_5,CC,5,3,5.4,2.1,NA
8/30/2023,A,CC_3_3,CC_3,CC,3,3,7.9,2.3,NA
8/30/2023,A,WL1_2_8,WL1_2,WL1,2,8,NA,NA,dead
8/30/2023,A,IH_5_3,IH_5,IH,5,3,4.1,2.9,NA
8/30/2023,A,DPR_6_15,DPR_6,DPR,6,15,NA,NA,dead
8/30/2023,A,CP3_5_9,CP3_5,CP3,5,9,0.9,1.2,NA
8/30/2023,A,SC_6_3,SC_6,SC,6,3,NA,NA,dead
8/30/2023,A,SQ2_8_9,SQ2_8,SQ2,8,9,1.6,1.5,NA
8/30/2023,A,FR_4_2,FR_4,FR,4,2,NA,NA,dead
8/30/2023,A,CP2_3_1,CP2_3,CP2,3,1,NA,NA,dead
8/30/2023,A,YO8_2_12,YO8_2,YO8,2,12,NA,NA,dead
8/30/2023,A,LV3_7_9,LV3_7,LV3,7,9,NA,NA,dead
8/30/2023,A,YO7_5_11,YO7_5,YO7,5,11,NA,NA,dead
8/30/2023,A,TM2_7_20,TM2_7,TM2,7,20,NA,NA,dead
8/30/2023,A,YO7_7_12,YO7_7,YO7,7,12,NA,NA,dead
8/30/2023,A,YO8_1_12,YO8_1,YO8,1,12,NA,NA,dead
8/30/2023,A,WV_4_8,WV_4,WV,4,8,NA,NA,dead
8/30/2023,A,CP3_6_9,CP3_6,CP3,6,9,NA,NA,dead
8/30/2023,A,DPR_1_8,DPR_1,DPR,1,8,NA,NA,dead
8/30/2023,A,YO11_7_9,YO11_7,YO11,7,9,3.1,1.7,NA
8/30/2023,A,CP2_4_1,CP2_4,CP2,4,1,1.1,0.9,NA
8/30/2023,A,BH_3_3,BH_3,BH,3,3,4.6,2.7,NA
8/30/2023,A,BH_7_3,BH_7,BH,7,3,7.4,4.2,NA
8/30/2023,A,YO11_5_9,YO11_5,YO11,5,9,2.5,1.1,NA
8/30/2023,A,BH_4_3,BH_4,BH,4,3,5.2,5,NA
8/30/2023,A,LVTR1_8_17,LVTR1_8,LVTR1,8,17,1.3,0.2,NA
8/30/2023,A,SQ3_4_7,SQ3_4,SQ3,4,7,0.8,1.3,NA
8/30/2023,A,YO11_8_9,YO11_8,YO11,8,9,NA,NA,dead
8/30/2023,A,CC_9_3,CC_9,CC,9,3,7.6,2.5,NA
8/30/2023,A,WL2_8_9,WL2_8,WL2,8,9,1.7,0.9,NA
8/30/2023,A,CP2_6_5,CP2_6,CP2,6,5,2.4,1.6,NA
8/30/2023,A,LVTR1_8_4,LVTR1_8,LVTR1,8,4,2.3,1.2,NA
8/30/2023,A,LVTR1_2_1,LVTR1_2,LVTR1,2,1,3.4,1,all leaves are dead.Almost dead
8/30/2023,A,IH_6_3,IH_6,IH,6,3,3.7,2.1,NA
