survey_date,block,Genotype,pop.mf,parent.pop,mf,rep,height.cm,long.leaf.cm,survey.notes
7/26/2023,D,IH_3_6,IH_3,IH,3,6,4.4,4.6,NA
7/26/2023,D,YO7_4_9,YO7_4,YO7,4,9,NA,NA,Dead
7/26/2023,D,LVTR1_2_4,LVTR1_2,LVTR1,2,4,NA,NA,Dead
7/26/2023,D,LV1_2_5,LV1_2,LV1,2,5,NA,NA,Dead
7/26/2023,D,LVTR1_6_4,LVTR1_6,LVTR1,6,4,NA,NA,Dead
7/26/2023,D,FR_7_6,FR_7,FR,7,6,NA,NA,Dead
7/26/2023,D,WL2_7_12,WL2_7,WL2,7,12,NA,NA,Dead
7/26/2023,D,WL2_8_12,WL2_8,WL2,8,12,NA,NA,Dead
7/26/2023,D,WL2_1_12,WL2_1,WL2,1,12,NA,NA,Dead
7/26/2023,D,LV1_5_5,LV1_5,LV1,5,5,NA,NA,Dead
7/26/2023,C,IH_3_5,IH_3,IH,3,5,8.4,4.7,NA
7/26/2023,C,IH_4_5,IH_4,IH,4,5,NA,NA,Dead
7/26/2023,C,CC_9_5,CC_9,CC,9,5,NA,NA,Dead
7/26/2023,C,YO11_3_5,YO11_3,YO11,3,5,NA,NA,Dead
7/26/2023,C,CP3_4_14,CP3_4,CP3,4,14,NA,NA,Dead
7/26/2023,C,WL1_4_1,WL1_4,WL1,4,1,2.5,2.7,NA
7/26/2023,C,IH_6_5,IH_6,IH,6,5,8.5,5.1,NA
7/26/2023,C,CP3_5_11,CP3_5,CP3,5,11,NA,NA,Dead
7/26/2023,C,YO8_8_5,YO8_8,YO8,8,5,0.4,1.3,NA
7/26/2023,C,TM2_5_9,TM2_5,TM2,5,9,9.9,2.1,NA
7/26/2023,C,SQ3_1_9,SQ3_1,SQ3,1,9,NA,NA,Dead
7/26/2023,C,SQ2_8_11,SQ2_8,SQ2,8,11,0.3,1.4,NA
7/26/2023,C,CC_5_5,CC_5,CC,5,5,NA,NA,Dead
7/26/2023,C,TM2_2_1,TM2_2,TM2,2,1,NA,NA,Dead
7/26/2023,C,CP2_7_10,CP2_7,CP2,7,10,1.9,2.3,NA
7/26/2023,C,WL2_6_11,WL2_6,WL2,6,11,1.4,2.6,NA
7/26/2023,C,DPR_1_10,DPR_1,DPR,1,10,4.7,2.7,NA
7/26/2023,C,SC_2_5,SC_2,SC,2,5,1.4,4.1,NA
7/26/2023,C,FR_2_9,FR_2,FR,2,9,NA,NA,Dead
7/26/2023,C,SC_8_5,SC_8,SC,8,5,4.1,3.4,NA
7/26/2023,C,IH_4_5,IH_4,IH,4,5,NA,NA,plant + tag not at location
7/26/2023,C,SQ3_6_5,SQ3_6,SQ3,6,5,2.5,3.8,NA
7/26/2023,C,WL2_5_11,WL2_5,WL2,5,11,1,3.5,NA
7/26/2023,C,BH_6_5,BH_6,BH,6,5,4.7,4,NA
7/26/2023,C,CP2_5_3,CP2_5,CP2,5,3,3.1,3.3,NA
7/26/2023,C,YO11_7_11,YO11_7,YO11,7,11,NA,NA,Dead
7/26/2023,C,WL1_7_7,WL1_7,WL1,7,7,2,3,NA
7/26/2023,C,TM2_3_9,TM2_3,TM2,3,9,NA,NA,Dead
7/26/2023,C,CP2_3_3,CP2_3,CP2,3,3,4.1,4.6,NA
7/26/2023,C,TM2_1_16,TM2_1,TM2,1,16,17.1,2.4,in bud
7/26/2023,C,YO8_6_14,YO8_6,YO8,6,14,1.8,1.4,NA
7/26/2023,C,FR_4_4,FR_4,FR,4,4,NA,NA,Dead
7/26/2023,C,SQ1_14_2,SQ1_14,SQ1,14,2,2.2,4,NA
7/26/2023,C,CC_8_5,CC_8,CC,8,5,6.6,4.3,NA
7/26/2023,C,CP3_6_11,CP3_6,CP3,6,11,NA,NA,Dead
7/26/2023,C,WL2_2_11,WL2_2,WL2,2,11,1.3,3.5,NA
7/26/2023,C,LV1_8_4,LV1_8,LV1,8,4,0.8,1.5,NA
7/26/2023,C,SC_4_5,SC_4,SC,4,5,4,4.5,NA
7/26/2023,C,CP3_2_12,CP3_2,CP3,2,12,1,3.5,NA
7/26/2023,C,BH_2_5,BH_2,BH,2,5,4.2,5.5,NA
7/26/2023,C,LV3_5_1,LV3_5,LV3,5,1,3.5,1.8,NA
7/26/2023,C,BH_5_5,BH_5,BH,5,5,5.7,4.2,NA
7/26/2023,C,LVTR1_2_3,LVTR1_2,LVTR1,2,3,3.2,2.3,NA
7/26/2023,C,WL2_7_11,WL2_7,WL2,7,11,3.9,2.9,NA
7/26/2023,C,LV1_2_4,LV1_2,LV1,2,4,1.3,1.5,NA
7/26/2023,C,YO8_6_5,YO8_6,YO8,6,5,NA,NA,Dead
7/26/2023,C,YO11_8_17,YO11_8,YO11,8,17,NA,NA,Dead
7/26/2023,C,WL1_4_10,WL1_4,WL1,4,10,1.4,1.8,NA
7/26/2023,C,DPR_7_6,DPR_7,DPR,7,6,4.2,3.3,NA
7/26/2023,C,SC_2_16,SC_2,SC,2,16,1.1,3.4,NA
7/26/2023,C,LV1_5_4,LV1_5,LV1,5,4,1.7,1.6,NA
7/26/2023,C,YO4_2_15,YO4_2,YO4,2,15,2,2,root exposed
7/26/2023,C,LV1_6_4,LV1_6,LV1,6,4,NA,NA,Dead
7/26/2023,C,FR_7_5,FR_7,FR,7,5,1.4,1.9,NA
7/26/2023,C,WR_1_2,WR_1,WR,1,2,NA,NA,Dead
7/26/2023,C,SC_5_5,SC_5,SC,5,5,4.4,4.7,NA
7/26/2023,C,CC_1_5,CC_1,CC,1,5,4.5,3.1,NA
7/26/2023,C,YO11_8_11,YO11_8,YO11,8,11,1.9,2,exposed root
7/26/2023,C,CC_2_5,CC_2,CC,2,5,11.6,4.8,NA
7/26/2023,C,DPR_8_1,DPR_8,DPR,8,1,9.2,4.7,NA
7/26/2023,C,YO11_1_11,YO11_1,YO11,1,11,NA,NA,Dead
7/26/2023,B,SC_6_15,SC_6,SC,6,15,2.3,3.1,NA
7/26/2023,B,IH_4_4,IH_4,IH,4,4,8.2,5,NA
7/26/2023,B,DPR_8_13,DPR_8,DPR,8,13,4.7,3.2,root exposed
7/26/2023,B,YO8_8_4,YO8_8,YO8,8,4,NA,NA,Dead
7/26/2023,B,DPR_6_3,DPR_6,DPR,6,3,NA,NA,Dead
7/26/2023,B,YO8_3_13,YO8_3,YO8,3,13,2.5,2.6,NA
7/26/2023,B,DPR_3_9,DPR_3,DPR,3,9,NA,NA,Dead
7/26/2023,D,CP3_5_12,CP3_5,CP3,5,12,NA,NA,dead
7/26/2023,D,SQ3_6_7,SQ3_6,SQ3,6,7,0.9,2.8,NA
7/26/2023,D,DPR_6_14,DPR_6,DPR,6,14,NA,NA,dead
7/26/2023,D,YO7_6_2,YO7_6,YO7,6,2,NA,NA,dead
7/26/2023,D,IH_2_6,IH_2,IH,2,6,6.3,4.9,NA
7/26/2023,D,TM2_5_3,TM2_5,TM2,5,3,4.7,1.3,dying
7/26/2023,D,LV1_3_5,LV1_3,LV1,3,5,NA,NA,dead
7/26/2023,D,CC_1_6,CC_1,CC,1,6,3,3.6,NA
7/26/2023,D,YO4_1_3,YO4_1,YO4,1,3,NA,NA,dead
7/26/2023,D,LVTR1_8_7,LVTR1_8,LVTR1,8,7,NA,NA,dead
7/26/2023,D,LV1_1_5,LV1_1,LV1,1,5,NA,NA,dead
7/26/2023,D,IH_4_6,IH_4,IH,4,6,NA,NA,dead
7/26/2023,D,LVTR1_3_1,LVTR1_3,LVTR1,3,1,NA,NA,dead
7/26/2023,D,WL2_2_12,WL2_2,WL2,2,12,NA,NA,dead
7/26/2023,D,WR_2_10,WR_2,WR,2,10,NA,NA,dead
7/26/2023,D,IH_1_6,IH_1,IH,1,6,NA,NA,dead
7/26/2023,D,LVTR1_8_14,LVTR1_8,LVTR1,8,14,NA,NA,dead
7/26/2023,D,CC_4_6,CC_4,CC,4,6,NA,NA,dead
7/26/2023,D,CP3_1_11,CP3_1,CP3,1,11,NA,NA,dead
7/26/2023,D,CP3_3_12,CP3_3,CP3,3,12,NA,NA,dead
7/26/2023,D,YO7_5_1,YO7_5,YO7,5,1,NA,NA,dead
7/26/2023,D,SC_8_6,SC_8,SC,8,6,4,3.2,NA
7/26/2023,D,TM2_7_11,TM2_7,TM2,7,11,NA,NA,dead
7/26/2023,D,SQ2_6_16,SQ2_6,SQ2,6,16,NA,NA,dead
7/26/2023,D,IH_6_6,IH_6,IH,6,6,NA,NA,dead
7/26/2023,D,YO7_4_4,YO7_4,YO7,4,4,NA,NA,dead
7/26/2023,D,CP2_2_5,CP2_2,CP2,2,5,2.6,3.1,NA
7/26/2023,E,IH_7_7,IH_7,IH,7,7,5.6,4,NA
7/26/2023,E,LV3_5_3,LV3_5,LV3,5,3,2.6,1.9,NA
7/26/2023,E,CP3_5_13,CP3_5,CP3,5,13,1.5,2.6,NA
7/26/2023,E,YO11_5_13,YO11_5,YO11,5,13,NA,NA,dead
7/26/2023,E,YO8_3_3,YO8_3,YO8,3,3,NA,NA,dead
7/26/2023,E,CP2_1_5,CP2_1,CP2,1,5,3,2.9,NA
7/26/2023,E,CP3_3_13,CP3_3,CP3,3,13,NA,NA,dead
7/26/2023,E,BH_6_7,BH_6,BH,6,7,3,2.9,NA
7/26/2023,E,BH_3_7,BH_3,BH,3,7,3.7,3.5,NA
7/26/2023,E,YO8_1_3,YO8_1,YO8,1,3,NA,NA,dead
7/26/2023,E,TM2_7_14,TM2_7,TM2,7,14,NA,NA,dead
7/26/2023,E,WL2_1_13,WL2_1,WL2,1,13,1.8,2.2,NA
7/26/2023,E,CP3_1_15,CP3_1,CP3,1,15,NA,NA,dead
7/26/2023,E,CC_4_7,CC_4,CC,4,7,4.5,2.9,NA
7/26/2023,E,BH_5_7,BH_5,BH,5,7,4,3.3,NA
7/26/2023,E,CP3_2_6,CP3_2,CP3,2,6,NA,NA,dead
7/26/2023,E,LVTR1_2_5,LVTR1_2,LVTR1,2,5,NA,NA,dead
7/26/2023,E,BH_2_7,BH_2,BH,2,7,3.5,4.2,NA
7/26/2023,E,YO7_7_14,YO7_7,YO7,7,14,2.1,2.2,NA
7/26/2023,E,IH_1_7,IH_1,IH,1,7,8.5,5,NA
7/26/2023,E,DPR_6_21,DPR_6,DPR,6,21,8.6,3.8,NA
7/26/2023,E,LVTR1_7_5,LVTR1_7,LVTR1,7,5,2.8,1.6,NA
7/26/2023,E,WL2_2_13,WL2_2,WL2,2,13,2.7,2.1,NA
7/26/2023,E,LV1_6_6,LV1_6,LV1,6,6,2.1,1.7,NA
7/26/2023,E,CP3_1_12,CP3_1,CP3,1,12,1.9,2.7,NA
7/26/2023,E,WL1_3_4,WL1_3,WL1,3,4,3.8,3.9,NA
7/26/2023,E,LVTR1_5_2,LVTR1_5,LVTR1,5,2,NA,NA,dead
7/26/2023,E,SC_2_7,SC_2,SC,2,7,2.5,2.4,NA
7/26/2023,E,LV1_4_6,LV1_4,LV1,4,6,2.8,1.6,NA
7/26/2023,E,SQ2_4_9,SQ2_4,SQ2,4,9,2.3,2,NA
7/26/2023,E,YO8_6_7,YO8_6,YO8,6,7,4.3,3.3,NA
7/26/2023,E,LVTR1_6_15,LVTR1_6,LVTR1,6,15,1.5,0.5,dying
7/26/2023,E,SC_5_7,SC_5,SC,5,7,2.8,3.6,NA
7/26/2023,E,SQ1_14_7,SQ1_14,SQ1,14,7,1.2,2.9,NA
7/26/2023,E,SC_2_19,SC_2,SC,2,19,2.6,3,NA
7/26/2023,E,FR_5_2,FR_5,FR,5,2,4.7,0.7,dying
7/26/2023,E,YO4_3_9,YO4_3,YO4,3,9,3.2,2.2,NA
7/26/2023,E,IH_3_7,IH_3,IH,3,7,5.2,3.8,NA
7/26/2023,E,SQ2_6_13,SQ2_6,SQ2,6,13,2.7,3.4,NA
7/26/2023,E,CP3_4_13,CP3_4,CP3,4,13,NA,NA,dead
7/26/2023,E,SQ2_8_13,SQ2_8,SQ2,8,13,1.4,1.5,NA
7/26/2023,E,CC_5_7,CC_5,CC,5,7,6.6,4.8,NA
7/26/2023,E,BH_1_7,BH_1,BH,1,7,3.4,2.8,NA
7/26/2023,E,CP2_7_12,CP2_7,CP2,7,12,3.4,2.1,NA
7/26/2023,E,DPR_1_12,DPR_1,DPR,1,12,NA,NA,dead
7/26/2023,E,SQ2_6_17,SQ2_6,SQ2,6,17,1.4,3.3,NA
7/26/2023,E,SQ3_2_3,SQ3_2,SQ3,2,3,NA,NA,dead
7/26/2023,E,WL2_3_13,WL2_3,WL2,3,13,2.8,2.9,NA
7/26/2023,E,YO11_4_12,YO11_4,YO11,4,12,NA,NA,dead
7/26/2023,E,WL2_5_13,WL2_5,WL2,5,13,2.2,1.1,roots exposed
7/26/2023,E,DPR_3_12,DPR_3,DPR,3,12,NA,NA,dead
7/26/2023,E,BH_7_7,BH_7,BH,7,7,5.4,4.4,NA
7/26/2023,E,CC_9_7,CC_9,CC,9,7,10,5.2,NA
7/26/2023,E,LV1_1_6,LV1_1,LV1,1,6,2.7,1.9,NA
7/26/2023,E,CP2_5_5,CP2_5,CP2,5,5,4,2.7,NA
7/26/2023,E,YO7_6_3,YO7_6,YO7,6,3,2.1,1.4,NA
7/26/2023,E,IH_2_7,IH_2,IH,2,7,7.2,4.6,NA
7/26/2023,E,CP2_4_5,CP2_4,CP2,4,5,2.2,3.2,NA
7/26/2023,E,YO8_2_3,YO8_2,YO8,2,3,2.3,2.4,crispy leaf
7/26/2023,E,YO4_5_6,YO4_5,YO4,5,6,NA,NA,dying
7/26/2023,F,LVTR1_8_9,LVTR1_8,LVTR1,8,9,3.9,2.5,NA
7/26/2023,F,YO11_8_1,YO11_8,YO11,8,1,6.3,3.2,NA
7/26/2023,F,CP2_2_6,CP2_2,CP2,2,6,3.1,3.2,NA
7/26/2023,F,YO11_5_1,YO11_5,YO11,5,1,2.3,3.1,NA
7/26/2023,F,CC_4_8,CC_4,CC,4,8,3.3,2.4,NA
7/26/2023,F,YO8_5_8,YO8_5,YO8,5,8,5.1,3.1,"roots exposed, buried"
7/26/2023,F,YO4_9_3,YO4_9,YO4,9,3,2.7,1.8,NA
7/26/2023,F,IH_3_8,IH_3,IH,3,8,11.2,6.6,NA
7/26/2023,F,LV1_3_7,LV1_3,LV1,3,7,1.9,2.1,NA
7/26/2023,F,TM2_1_14,TM2_1,TM2,1,14,14.7,2.3,NA
7/26/2023,F,YO7_1_4,YO7_1,YO7,1,4,2.6,2.7,NA
7/26/2023,F,WL2_1_1,WL2_1,WL2,1,1,NA,NA,dead
7/26/2023,F,BH_2_8,BH_2,BH,2,8,4,4.1,dying
7/26/2023,F,WL1_4_9,WL1_4,WL1,4,9,2.1,1.9,NA
7/26/2023,F,SC_2_8,SC_2,SC,2,8,NA,NA,dead
7/26/2023,F,CC_5_8,CC_5,CC,5,8,3.5,NA,dying
7/26/2023,F,YO4_3_6,YO4_3,YO4,3,6,NA,NA,dead
7/26/2023,F,FR_4_7,FR_4,FR,4,7,NA,NA,dead
7/26/2023,G,YO11_8_2,YO11_8,YO11,8,2,NA,NA,Dead
7/26/2023,G,IH_5_9,IH_5,IH,5,9,8.6,5,NA
7/26/2023,G,TM2_5_10,TM2_5,TM2,5,10,7.2,2.6,NA
7/26/2023,G,YO11_7_14,YO11_7,YO11,7,14,0.9,2,NA
7/26/2023,G,CP3_4_2,CP3_4,CP3,4,2,0.7,2.8,NA
7/26/2023,G,SQ2_1_1,SQ2_1,SQ2,1,1,1.4,1.3,NA
7/26/2023,G,CP2_5_7,CP2_5,CP2,5,7,NA,NA,Dead
7/26/2023,G,LVTR1_8_10,LVTR1_8,LVTR1,8,10,NA,NA,dead
7/26/2023,G,CP3_2_1,CP3_2,CP3,2,1,NA,NA,Dead
7/26/2023,G,CP2_1_7,CP2_1,CP2,1,7,2.2,3.6,NA
7/26/2023,G,DPR_1_1,DPR_1,DPR,1,1,4,3.3,NA
7/26/2023,G,LV1_8_8,LV1_8,LV1,8,8,NA,NA,Dead
7/26/2023,G,YO7_7_5,YO7_7,YO7,7,5,0.8,2.1,NA
7/26/2023,G,LVTR1_7_7,LVTR1_7,LVTR1,7,7,0.7,1.6,very wilted
7/26/2023,G,YO8_6_9,YO8_6,YO8,6,9,3.8,2.7,dying
7/26/2023,G,LVTR1_6_7,LVTR1_6,LVTR1,6,7,2.8,1.6,NA
7/26/2023,G,IH_7_9,IH_7,IH,7,9,7.3,4.7,NA
7/26/2023,G,SC_6_9,SC_6,SC,6,9,1.8,2.2,NA
7/26/2023,G,YO7_7_24,YO7_7,YO7,7,24,1.3,2.5,NA
7/26/2023,G,YO4_2_10,YO4_2,YO4,2,10,3.9,3.1,NA
7/26/2023,G,SQ3_7_13,SQ3_7,SQ3,7,13,NA,NA,"Actually SQ3 7,13 gone"
7/26/2023,G,YO11_3_4,YO11_3,YO11,3,4,1.8,2.1,NA
7/26/2023,G,CC_9_9,CC_9,CC,9,9,6.6,3.8,NA
7/26/2023,G,LV3_5_5,LV3_5,LV3,5,5,2.1,1.7,NA
7/26/2023,G,WL1_2_1,WL1_2,WL1,2,1,2.1,2.4,NA
7/26/2023,G,DPR_6_8,DPR_6,DPR,6,8,6.2,4.1,NA
7/26/2023,G,TM2_7_18,TM2_7,TM2,7,18,4.7,3,NA
7/26/2023,G,CC_4_9,CC_4,CC,4,9,5.2,3.2,NA
7/26/2023,G,YO7_6_14,YO7_6,YO7,6,14,3.1,2.4,NA
7/26/2023,G,LV1_3_8,LV1_3,LV1,3,8,1.8,2.1,NA
7/26/2023,G,SC_5_9,SC_5,SC,5,9,2,2.6,NA
7/26/2023,G,BH_6_9,BH_6,BH,6,9,5,3.3,NA
7/26/2023,G,DPR_3_1,DPR_3,DPR,3,1,10.3,4.5,NA
7/26/2023,G,CC_1_9,CC_1,CC,1,9,5,2.9,NA
7/26/2023,G,LV3_1_2,LV3_1,LV3,1,2,NA,NA,Dead
7/26/2023,G,LVTR1_4_8,LVTR1_4,LVTR1,4,8,2.8,1.6,NA
7/26/2023,G,YO7_5_4,YO7_5,YO7,5,4,3.2,3,NA
7/26/2023,G,IH_1_9,IH_1,IH,1,9,4.1,4,NA
7/26/2023,G,WL1_7_11,WL1_7,WL1,7,11,2.6,2.1,Dying
7/26/2023,G,SC_2_9,SC_2,SC,2,9,NA,NA,Dead
7/26/2023,G,YO8_8_9,YO8_8,YO8,8,9,NA,NA,Dead
7/26/2023,G,LV1_2_8,LV1_2,LV1,2,8,2.9,2.1,Dead
7/26/2023,G,LV1_6_8,LV1_6,LV1,6,8,NA,NA,Gone
7/26/2023,G,BH_7_9,BH_7,BH,7,9,NA,NA,Dead
7/26/2023,G,CP2_2_7,CP2_2,CP2,2,7,2.7,1.7,NA
7/26/2023,G,SC_4_9,SC_4,SC,4,9,3.1,4.6,NA
7/26/2023,G,YO4_3_10,YO4_3,YO4,3,10,NA,NA,Dead
7/26/2023,G,CC_5_9,CC_5,CC,5,9,NA,NA,Dead
7/26/2023,G,TM2_7_1,TM2_7,TM2,7,1,11.2,4,NA
7/26/2023,G,BH_1_9,BH_1,BH,1,9,NA,NA,Dead
7/26/2023,G,FR_3_9,FR_3,FR,3,9,NA,NA,Dead
7/26/2023,G,TM2_1_8,TM2_1,TM2,1,8,9.5,2.3,NA
7/26/2023,G,DPR_5_13,DPR_5,DPR,5,13,5.1,3.1,Dying
7/26/2023,G,SQ2_8_2,SQ2_8,SQ2,8,2,NA,NA,Gone
7/26/2023,G,WL2_5_2,WL2_5,WL2,5,2,3.8,3,NA
7/26/2023,G,CP2_3_7,CP2_3,CP2,3,7,0.9,4.3,NA
7/26/2023,G,LV3_7_13,LV3_7,LV3,7,13,NA,NA,Dead
7/26/2023,G,CP2_7_1,CP2_7,CP2,7,1,0.7,2.8,NA
7/26/2023,G,YO11_1_2,YO11_1,YO11,1,2,NA,NA,Dead
7/26/2023,F,BH_5_8,BH_5,BH,5,8,4.1,4,NA
7/26/2023,F,YO11_7_2,YO11_7,YO11,7,2,1.8,3.1,NA
7/26/2023,F,WL2_8_1,WL2_8,WL2,8,1,4.4,3.3,NA
7/26/2023,F,LVTR1_6_6,LVTR1_6,LVTR1,6,6,NA,NA,dead
7/26/2023,F,CC_9_8,CC_9,CC,9,8,5.8,4.1,NA
7/26/2023,F,SC_8_8,SC_8,SC,8,8,5.1,4.2,NA
7/26/2023,F,CC_3_8,CC_3,CC,3,8,5.2,2.8,exposed roots
7/26/2023,F,BH_7_8,BH_7,BH,7,8,4.4,4.1,NA
7/26/2023,F,YO11_5_18,YO11_5,YO11,5,18,1.9,3.1,NA
7/26/2023,F,SQ3_1_12,SQ3_1,SQ3,1,12,0.9,2.2,NA
7/26/2023,F,WR_2_16,WR_2,WR,2,16,NA,NA,dead
7/26/2023,F,YO8_1_4,YO8_1,YO8,1,4,NA,NA,dead
7/26/2023,F,LVTR1_7_6,LVTR1_7,LVTR1,7,6,3.8,2.2,NA
7/26/2023,F,DPR_8_16,DPR_8,DPR,8,16,6.4,2.4,NA
7/26/2023,F,CP3_3_1,CP3_3,CP3,3,1,0.9,3.8,exposed roots
7/26/2023,F,SQ1_14_6,SQ1_14,SQ1,14,6,NA,NA,gone
7/26/2023,F,SC_6_8,SC_6,SC,6,8,3.5,3.6,NA
7/26/2023,F,WL2_7_1,WL2_7,WL2,7,1,3.6,3.6,exposed roots
7/26/2023,F,LV3_5_4,LV3_5,LV3,5,4,0.7,1.8,exposed roots
7/26/2023,F,WL1_7_10,WL1_7,WL1,7,10,1.7,2.1,NA
7/26/2023,F,LVTR1_4_2,LVTR1_4,LVTR1,4,2,3,1.6,NA
7/26/2023,F,CP2_1_6,CP2_1,CP2,1,6,3.1,2.5,NA
7/26/2023,F,LV1_8_7,LV1_8,LV1,8,7,2.5,2.5,exposed roots
7/26/2023,F,WL2_3_1,WL2_3,WL2,3,1,1.9,2.4,NA
7/26/2023,F,SQ3_4_8,SQ3_4,SQ3,4,8,0.9,3.5,exposed roots
7/26/2023,F,YO11_6_1,YO11_6,YO11,6,1,2.3,2.4,NA
7/26/2023,F,YO7_7_4,YO7_7,YO7,7,4,2,2.6,NA
7/26/2023,F,CP3_2_7,CP3_2,CP3,2,7,NA,NA,dead
7/26/2023,F,LVTR1_5_12,LVTR1_5,LVTR1,5,12,2.3,1.4,NA
7/26/2023,F,TM2_4_8,TM2_4,TM2,4,8,NA,NA,Gone
7/26/2023,F,WL1_2_2,WL1_2,WL1,2,2,3.4,2.3,dying
7/26/2023,F,YO7_7_16,YO7_7,YO7,7,16,NA,NA,dead
7/26/2023,F,IH_6_8,IH_6,IH,6,8,5.8,1.7,dug up
7/26/2023,F,DPR_1_13,DPR_1,DPR,1,13,4.5,3.1,roots exposed
7/26/2023,F,YO8_6_8,YO8_6,YO8,6,8,1.4,2.6,roots exposed
7/26/2023,F,DPR_8_4,DPR_8,DPR,8,4,6.9,4.1,NA
7/26/2023,F,BH_3_8,BH_3,BH,3,8,3.6,3.8,NA
7/26/2023,F,YO4_2_9,YO4_2,YO4,2,9,3.6,2.1,NA
7/26/2023,F,FR_7_8,FR_7,FR,7,8,1.7,2.3,NA
7/26/2023,F,SQ1_2_6,SQ1_2,SQ1,2,6,1.7,3,NA
7/26/2023,F,CP2_2_15,CP2_2,CP2,2,15,NA,NA,dead
7/26/2023,F,CP2_4_6,CP2_4,CP2,4,6,0.9,1.9,dying
7/26/2023,F,SQ2_6_1,SQ2_6,SQ2,6,1,1.6,3.4,NA
7/26/2023,F,YO11_3_2,YO11_3,YO11,3,2,0.9,1.9,roots exposed
7/26/2023,H,SQ3_4_2,SQ3_4,SQ3,4,2,NA,NA,dead
7/26/2023,H,LV1_2_9,LV1_2,LV1,2,9,0.3,1.4,very wilted
7/26/2023,H,CP3_4_3,CP3_4,CP3,4,3,NA,NA,dead
7/26/2023,H,YO11_8_3,YO11_8,YO11,8,3,NA,NA,dead
7/26/2023,H,YO11_6_3,YO11_6,YO11,6,3,2.2,2.8,NA
7/26/2023,H,YO4_1_2,YO4_1,YO4,1,2,2.4,2.8,NA
7/26/2023,H,SQ2_1_2,SQ2_1,SQ2,1,2,1.2,1.1,very wilted
7/26/2023,H,LVTR1_7_8,LVTR1_7,LVTR1,7,8,NA,NA,dead
7/26/2023,H,TM2_6_2,TM2_6,TM2,6,2,8.3,2.1,NA
7/26/2023,H,DPR_8_6,DPR_8,DPR,8,6,5.1,3.5,NA
7/26/2023,H,WL1_3_5,WL1_3,WL1,3,5,NA,NA,dead
7/26/2023,H,CP3_1_2,CP3_1,CP3,1,2,0.7,2.7,root exposed
7/26/2023,H,FR_7_10,FR_7,FR,7,10,4.7,1.1,very wilted
7/26/2023,H,DPR_4_2,DPR_4,DPR,4,2,5.1,2.9,NA
7/26/2023,H,LV1_6_9,LV1_6,LV1,6,9,1.1,1.6,NA
7/26/2023,H,LVTR1_5_1,LVTR1_5,LVTR1,5,1,2.6,1.2,NA
7/26/2023,H,BH_7_10,BH_7,BH,7,10,3.6,4.3,root exposed
7/26/2023,H,YO11_5_3,YO11_5,YO11,5,3,2.2,2.7,NA
7/26/2023,H,SQ1_14_8,SQ1_14,SQ1,14,8,2.2,0.6,very wilted
7/26/2023,H,SC_6_10,SC_6,SC,6,10,2.2,3.4,root exposed
7/26/2023,H,YO7_7_6,YO7_7,YO7,7,6,0.4,2.8,root exposed
7/26/2023,H,TM2_3_2,TM2_3,TM2,3,2,6.4,2.9,root exposed
7/26/2023,H,YO8_5_10,YO8_5,YO8,5,10,NA,NA,dead
7/26/2023,H,YO11_5_16,YO11_5,YO11,5,16,NA,NA,dead
7/26/2023,H,WL2_7_3,WL2_7,WL2,7,3,2.2,3.7,NA
7/26/2023,H,LVTR1_8_11,LVTR1_8,LVTR1,8,11,NA,NA,dead
7/26/2023,H,BH_6_10,BH_6,BH,6,10,4.7,3.1,NA
7/26/2023,H,LV1_5_9,LV1_5,LV1,5,9,1.9,1.4,NA
7/26/2023,H,CP3_6_3,CP3_6,CP3,6,3,NA,NA,dead
7/26/2023,H,WR_2_20,WR_2,WR,2,20,NA,NA,dead
7/26/2023,H,SQ1_14_5,SQ1_14,SQ1,14,5,0.5,2.6,NA
7/26/2023,H,CC_5_10,CC_5,CC,5,10,5.6,4.7,root exposed
7/26/2023,H,CP2_1_8,CP2_1,CP2,1,8,2.6,2.2,NA
7/26/2023,H,IH_2_10,IH_2,IH,2,10,5.7,4.8,NA
7/26/2023,H,LV1_4_9,LV1_4,LV1,4,9,1.1,1.6,root exposed
7/26/2023,H,SQ2_8_3,SQ2_8,SQ2,8,3,0.8,2.2,NA
7/26/2023,H,WR_3_2,WR_3,WR,3,2,4.3,4.4,NA
7/26/2023,H,CP3_7_12,CP3_7,CP3,7,12,0.6,1.5,NA
7/26/2023,H,WL2_8_3,WL2_8,WL2,8,3,NA,NA,NA
7/26/2023,H,YO7_6_6,YO7_6,YO7,6,6,0.8,1.6,NA
7/26/2023,H,TM2_1_15,TM2_1,TM2,1,15,7.4,1.4,NA
7/26/2023,H,SQ2_11_2,SQ2_11,SQ2,11,2,2.1,2.7,NA
7/26/2023,H,IH_7_10,IH_7,IH,7,10,4.3,4.7,NA
7/26/2023,H,FR_4_9,FR_4,FR,4,9,NA,NA,dead
7/26/2023,H,YO11_1_3,YO11_1,YO11,1,3,2.5,2.7,NA
7/26/2023,H,WL2_2_3,WL2_2,WL2,2,3,1.1,2.5,NA
7/26/2023,H,CC_9_10,CC_9,CC,9,10,9.8,2.7,NA
7/26/2023,H,TM2_1_9,TM2_1,TM2,1,9,9.7,2.7,NA
7/26/2023,H,YO8_3_6,YO8_3,YO8,3,6,NA,NA,dead
7/26/2023,H,FR_3_8,FR_3,FR,3,8,2,1.3,NA
7/26/2023,H,WL1_7_12,WL1_7,WL1,7,12,2,2.4,NA
